station_id,time,cs,fof2,MUFD,foE,hmF2,hF2
MHJ45,2026-02-16 00:00:00+00:00,90,4.750,13.96,,255.0,318.9
AL945,2026-02-16 00:00:00+00:00,90,6.7,20.36,,247.5,309.2
MHJ45,2026-02-16 00:07:30+00:00,80,4.750,13.96,,255.0,323.0
AL945,2026-02-16 00:07:30+00:00,90,6.525,19.94,,245.0,297.3
MHJ45,2026-02-16 00:15:00+00:00,90,4.525,13.82,,252.5,303.9
AL945,2026-02-16 00:15:00+00:00,70,6.375,19.86,,240.0,298.7
AL945,2026-02-16 00:22:30+00:00,90,6.275,19.96,,230.0,287.5
MHJ45,2026-02-16 00:22:30+00:00,90,4.450,13.90,,250.0,297.9
MHJ45,2026-02-16 00:30:00+00:00,90,4.375,13.30,,257.5,318.6
AL945,2026-02-16 00:30:00+00:00,90,6.125,19.96,,227.5,280.9
AL945,2026-02-16 00:37:30+00:00,0,5.975,19.7,,245.0,
MHJ45,2026-02-16 00:37:30+00:00,20,3.875,13.42,,257.5,273.0
AL945,2026-02-16 00:45:00+00:00,40,4.75,17.48,,215.0,237.9
MHJ45,2026-02-16 00:45:00+00:00,60,4.325,12.74,,272.5,325.0
AL945,2026-02-16 00:52:30+00:00,0,4.85,15.3,,227.5,
MHJ45,2026-02-16 00:52:30+00:00,80,4.025,12.31,,265.0,307.4
MHJ45,2026-02-16 01:00:00+00:00,60,4.025,11.55,,290.0,335.5
AL945,2026-02-16 01:00:00+00:00,70,5.05,15.43,,252.5,309.7
AL945,2026-02-16 01:07:30+00:00,90,4.95,15.29,,255.0,299.1
MHJ45,2026-02-16 01:07:30+00:00,50,3.825,11.02,,320.0,338.1
MHJ45,2026-02-16 01:15:00+00:00,80,3.650,11.03,,297.5,315.2
AL945,2026-02-16 01:15:00+00:00,90,4.925,15.2,,255.0,304.6
MHJ45,2026-02-16 01:22:30+00:00,80,3.725,11.31,,312.5,317.3
AL945,2026-02-16 01:22:30+00:00,80,4.525,14.57,,255.0,292.2
AL945,2026-02-16 01:30:00+00:00,70,4.275,13.88,,252.5,284.0
MHJ45,2026-02-16 01:30:00+00:00,70,3.500,10.46,,297.5,326.1
AL945,2026-02-16 01:37:30+00:00,0,4.125,12.54,,255.0,
MHJ45,2026-02-16 01:37:30+00:00,80,3.900,10.60,,305.0,369.4
AL945,2026-02-16 01:45:00+00:00,50,4.025,11.99,,267.5,313.4
MHJ45,2026-02-16 01:45:00+00:00,60,3.850,10.45,,327.5,372.8
AL945,2026-02-16 01:52:30+00:00,80,3.95,11.48,,290.0,329.8
MHJ45,2026-02-16 01:52:30+00:00,80,3.500,10.26,,325.0,335.6
MHJ45,2026-02-16 02:00:00+00:00,80,3.975,10.14,,317.5,395.7
AL945,2026-02-16 02:00:00+00:00,60,4.05,11.31,,285.0,340.1
AL945,2026-02-16 02:07:30+00:00,80,3.975,10.96,,287.5,346.2
MHJ45,2026-02-16 02:07:30+00:00,80,3.975,10.60,,315.0,378.7
MHJ45,2026-02-16 02:15:00+00:00,80,4.075,10.89,,312.5,379.3
AL945,2026-02-16 02:15:00+00:00,70,3.35,10.75,,287.5,297.1
MHJ45,2026-02-16 02:22:30+00:00,80,4.025,11.25,,302.5,356.8
AL945,2026-02-16 02:22:30+00:00,70,3.825,11.71,,282.5,314.5
MHJ45,2026-02-16 02:30:00+00:00,80,4.050,11.11,,290.0,358.9
AL945,2026-02-16 02:30:00+00:00,70,3.475,10.98,,282.5,305.2
AL945,2026-02-16 02:37:30+00:00,40,3.175,9.89,,295.0,300.2
MHJ45,2026-02-16 02:37:30+00:00,90,3.900,10.91,,287.5,347.6
AL945,2026-02-16 02:45:00+00:00,70,3.275,9.74,,282.5,318.5
MHJ45,2026-02-16 02:45:00+00:00,90,3.800,10.60,,290.0,351.5
MHJ45,2026-02-16 02:52:30+00:00,90,3.750,10.30,,302.5,349.8
AL945,2026-02-16 02:52:30+00:00,70,3.15,8.64,,305.0,361.5
MHJ45,2026-02-16 03:00:00+00:00,90,3.750,10.07,,310.0,369.2
AL945,2026-02-16 03:00:00+00:00,70,3.025,8.63,,312.5,341.5
MHJ45,2026-02-16 03:07:30+00:00,90,3.675,10.04,,315.0,356.7
AL945,2026-02-16 03:07:30+00:00,70,3.225,8.97,,322.5,345.6
MHJ45,2026-02-16 03:15:00+00:00,90,3.575,10.41,,317.5,338.9
AL945,2026-02-16 03:15:00+00:00,80,3.175,9.35,,302.5,319.8
AL945,2026-02-16 03:22:30+00:00,70,3.25,8.71,,305.0,364.3
MHJ45,2026-02-16 03:22:30+00:00,80,3.700,10.49,,317.5,347.3
MHJ45,2026-02-16 03:30:00+00:00,40,3.275,9.95,,322.5,324.7
AL945,2026-02-16 03:30:00+00:00,70,3.25,8.65,,317.5,377.2
MHJ45,2026-02-16 03:37:30+00:00,80,3.750,10.35,,317.5,350.3
AL945,2026-02-16 03:37:30+00:00,70,3.275,8.55,,320.0,391.0
AL945,2026-02-16 03:45:00+00:00,70,3.375,8.95,,327.5,372.9
MHJ45,2026-02-16 03:45:00+00:00,60,3.900,10.96,,312.5,350.8
MHJ45,2026-02-16 03:52:30+00:00,80,3.875,10.76,,315.0,360.8
AL945,2026-02-16 03:52:30+00:00,70,3.0,8.63,,307.5,326.6
MHJ45,2026-02-16 04:00:00+00:00,40,3.800,11.29,,307.5,328.2
AL945,2026-02-16 04:00:00+00:00,70,2.9,8.78,,305.0,314.8
AL945,2026-02-16 04:07:30+00:00,70,2.85,8.17,,310.0,341.7
MHJ45,2026-02-16 04:07:30+00:00,20,3.700,10.63,,302.5,335.1
MHJ45,2026-02-16 04:15:00+00:00,70,3.900,11.29,,302.5,333.3
AL945,2026-02-16 04:15:00+00:00,70,2.575,7.92,,342.5,308.8
MHJ45,2026-02-16 04:22:30+00:00,80,3.850,11.32,,300.0,329.9
AL945,2026-02-16 04:22:30+00:00,70,3.05,8.37,,337.5,354.4
AL945,2026-02-16 04:30:00+00:00,70,2.825,8.16,,322.5,334.2
MHJ45,2026-02-16 04:30:00+00:00,60,3.900,10.53,,340.0,371.4
MHJ45,2026-02-16 04:37:30+00:00,70,3.800,10.82,,297.5,342.4
