station_id,time,cs,fof2,MUFD,foE,hmF2,hF2
MHJ45,2026-03-03 00:00:00+00:00,70,8.75,26.73,,227.5,312.9
AL945,2026-03-03 00:00:00+00:00,60,7.675,27.76,,207.5,245.3
AL945,2026-03-03 00:07:30+00:00,60,7.425,27.11,,207.5,247.5
MHJ45,2026-03-03 00:07:30+00:00,70,8.725,27.15,,232.5,304.6
MHJ45,2026-03-03 00:15:00+00:00,60,8.675,27.42,,232.5,297.1
AL945,2026-03-03 00:15:00+00:00,90,8.35,27.19,,212.5,274.5
MHJ45,2026-03-03 00:22:30+00:00,70,8.4,26.67,,230.0,286.4
AL945,2026-03-03 00:22:30+00:00,60,7.95,26.4,,215.0,264.9
AL945,2026-03-03 00:30:00+00:00,40,6.625,24.73,,217.5,242.4
MHJ45,2026-03-03 00:30:00+00:00,0,8.5,26.45,,232.5,
AL945,2026-03-03 00:37:30+00:00,70,8.075,25.96,,215.0,276.6
MHJ45,2026-03-03 00:37:30+00:00,70,8.4,26.22,,230.0,297.5
AL945,2026-03-03 00:45:00+00:00,90,7.95,25.34,,220.0,277.1
MHJ45,2026-03-03 00:45:00+00:00,0,8.3,26.16,,235.0,
AL945,2026-03-03 00:52:30+00:00,60,7.875,25.75,,217.5,280.1
MHJ45,2026-03-03 00:52:30+00:00,70,8.275,26.07,,227.5,287.8
MHJ45,2026-03-03 01:00:00+00:00,0,8.225,26.19,,105.0,
AL945,2026-03-03 01:00:00+00:00,60,7.65,25.2,,217.5,274.5
MHJ45,2026-03-03 01:07:30+00:00,0,8.075,26.25,,232.5,
AL945,2026-03-03 01:07:30+00:00,20,7.575,23.99,,215.0,283.7
AL945,2026-03-03 01:15:00+00:00,70,7.425,24.14,,212.5,279.2
MHJ45,2026-03-03 01:15:00+00:00,70,7.825,25.2,,227.5,278.7
AL945,2026-03-03 01:22:30+00:00,80,7.25,23.69,,212.5,273.1
MHJ45,2026-03-03 01:22:30+00:00,25,7.575,24.5,,215.0,278.5
MHJ45,2026-03-03 01:30:00+00:00,0,7.55,23.55,,242.5,
AL945,2026-03-03 01:30:00+00:00,70,6.5,21.94,,215.0,260.6
AL945,2026-03-03 01:37:30+00:00,50,6.0,21.69,,217.5,245.8
MHJ45,2026-03-03 01:37:30+00:00,0,7.4,23.41,,222.5,
MHJ45,2026-03-03 01:45:00+00:00,0,7.325,23.19,,227.5,
AL945,2026-03-03 01:45:00+00:00,40,6.475,21.76,,217.5,265.2
MHJ45,2026-03-03 01:52:30+00:00,0,7.15,22.92,,237.5,
AL945,2026-03-03 01:52:30+00:00,80,6.6,21.69,,222.5,279.8
AL945,2026-03-03 02:00:00+00:00,0,6.4,20.53,,222.5,
MHJ45,2026-03-03 02:00:00+00:00,35,7.1,23.3,,237.5,289.1
AL945,2026-03-03 02:07:30+00:00,50,6.35,20.81,,222.5,280.0
MHJ45,2026-03-03 02:07:30+00:00,70,6.95,21.39,,235.0,308.5
MHJ45,2026-03-03 02:15:00+00:00,40,6.825,21.0,,232.5,300.1
AL945,2026-03-03 02:15:00+00:00,50,6.3,19.6,,222.5,282.5
MHJ45,2026-03-03 02:22:30+00:00,70,6.65,20.88,,245.0,303.2
AL945,2026-03-03 02:22:30+00:00,70,6.15,19.43,,232.5,293.8
MHJ45,2026-03-03 02:30:00+00:00,70,2.7,10.72,,232.5,225.3
AL945,2026-03-03 02:30:00+00:00,50,5.9,19.19,,230.0,281.9
MHJ45,2026-03-03 02:37:30+00:00,70,6.6,20.27,,242.5,310.3
AL945,2026-03-03 02:37:30+00:00,40,5.675,18.7,,232.5,274.1
AL945,2026-03-03 02:45:00+00:00,60,6.05,19.46,,235.0,284.1
MHJ45,2026-03-03 02:45:00+00:00,80,6.475,19.74,,240.0,299.5
AL945,2026-03-03 02:52:30+00:00,70,5.525,18.0,,230.0,274.3
MHJ45,2026-03-03 02:52:30+00:00,70,6.25,19.63,,240.0,295.7
AL945,2026-03-03 03:00:00+00:00,70,5.4,17.29,,235.0,287.2
MHJ45,2026-03-03 03:00:00+00:00,70,5.35,18.63,,240.0,270.1
AL945,2026-03-03 03:07:30+00:00,20,5.325,17.4,,235.0,288.3
MHJ45,2026-03-03 03:07:30+00:00,60,5.3,18.38,,237.5,268.5
AL945,2026-03-03 03:15:00+00:00,20,4.025,14.91,,237.5,247.5
