station_id,time,cs,fof2,MUFD,foE,hmF2,hF2
MHJ45,2026-02-20 00:00:00+00:00,50,6.700,22.73,,215.0,263.7
AL945,2026-02-20 00:00:00+00:00,20,6.95,24.1,,217.5,259.2
MHJ45,2026-02-20 00:07:30+00:00,70,6.400,21.98,,212.5,254.2
AL945,2026-02-20 00:07:30+00:00,80,7.225,23.54,,227.5,280.8
AL945,2026-02-20 00:15:00+00:00,90,6.975,23.34,,217.5,260.8
MHJ45,2026-02-20 00:15:00+00:00,40,5.250,19.73,,212.5,235.4
MHJ45,2026-02-20 00:22:30+00:00,60,6.125,19.78,,215.0,267.1
AL945,2026-02-20 00:22:30+00:00,90,6.85,22.28,,215.0,279.9
MHJ45,2026-02-20 00:30:00+00:00,20,5.675,19.01,,222.5,269.6
AL945,2026-02-20 00:30:00+00:00,50,6.8,21.19,,215.0,280.1
MHJ45,2026-02-20 00:37:30+00:00,40,5.725,18.64,,222.5,282.0
AL945,2026-02-20 00:37:30+00:00,70,6.275,21.07,,217.5,262.6
MHJ45,2026-02-20 00:45:00+00:00,70,5.725,18.51,,222.5,282.7
AL945,2026-02-20 00:45:00+00:00,40,6.6,21.58,,217.5,273.8
MHJ45,2026-02-20 00:52:30+00:00,70,4.575,16.46,,227.5,253.2
AL945,2026-02-20 00:52:30+00:00,60,6.525,21.34,,217.5,273.8
AL945,2026-02-20 01:00:00+00:00,70,6.375,21.0,,220.0,278.4
MHJ45,2026-02-20 01:00:00+00:00,40,5.725,16.93,,245.0,306.5
AL945,2026-02-20 01:07:30+00:00,90,6.1,20.45,,217.5,259.3
MHJ45,2026-02-20 01:07:30+00:00,0,5.700,16.91,,237.5,
MHJ45,2026-02-20 01:15:00+00:00,80,5.525,17.58,,252.5,291.6
AL945,2026-02-20 01:15:00+00:00,65,5.15,19.25,,217.5,239.5
AL945,2026-02-20 01:22:30+00:00,90,5.975,19.34,,220.0,281.0
MHJ45,2026-02-20 01:22:30+00:00,0,5.650,17.45,,245.0,
AL945,2026-02-20 01:30:00+00:00,0,5.875,19.26,,217.5,
MHJ45,2026-02-20 01:30:00+00:00,70,5.475,17.26,,242.5,289.3
AL945,2026-02-20 01:37:30+00:00,70,5.7,18.3,,220.0,277.0
MHJ45,2026-02-20 01:37:30+00:00,80,5.575,17.33,,242.5,302.2
AL945,2026-02-20 01:45:00+00:00,90,5.575,18.26,,222.5,276.3
MHJ45,2026-02-20 01:45:00+00:00,80,5.575,16.42,,245.0,318.2
AL945,2026-02-20 01:52:30+00:00,80,5.375,17.56,,232.5,274.1
MHJ45,2026-02-20 01:52:30+00:00,80,5.625,16.66,,252.5,312.7
AL945,2026-02-20 02:00:00+00:00,60,4.725,17.14,,225.0,249.7
MHJ45,2026-02-20 02:00:00+00:00,80,5.550,17.19,,247.5,296.7
AL945,2026-02-20 02:07:30+00:00,0,5.175,16.45,,227.5,
MHJ45,2026-02-20 02:07:30+00:00,80,5.500,16.46,,245.0,301.0
MHJ45,2026-02-20 02:15:00+00:00,65,5.375,16.27,,247.5,305.6
AL945,2026-02-20 02:15:00+00:00,40,5.15,16.96,,235.0,282.7
MHJ45,2026-02-20 02:22:30+00:00,80,5.375,16.59,,247.5,301.4
AL945,2026-02-20 02:22:30+00:00,90,5.0,15.71,,235.0,286.0
MHJ45,2026-02-20 02:30:00+00:00,70,5.300,16.21,,247.5,300.0
AL945,2026-02-20 02:30:00+00:00,90,4.85,15.31,,235.0,294.4
MHJ45,2026-02-20 02:37:30+00:00,70,5.250,16.58,,247.5,297.5
AL945,2026-02-20 02:37:30+00:00,90,4.8,14.85,,242.5,300.9
AL945,2026-02-20 02:45:00+00:00,80,4.7,14.8,,252.5,295.9
MHJ45,2026-02-20 02:45:00+00:00,70,5.200,15.88,,247.5,298.4
MHJ45,2026-02-20 02:52:30+00:00,70,5.150,15.66,,262.5,311.7
AL945,2026-02-20 02:52:30+00:00,90,4.7,14.26,,277.5,314.9
MHJ45,2026-02-20 03:00:00+00:00,70,5.175,15.77,,262.5,321.1
AL945,2026-02-20 03:00:00+00:00,60,4.55,14.38,,265.0,298.7
AL945,2026-02-20 03:07:30+00:00,90,4.65,14.18,,282.5,311.6
MHJ45,2026-02-20 03:07:30+00:00,50,5.150,15.74,,252.5,311.5
MHJ45,2026-02-20 03:15:00+00:00,60,5.250,15.56,,250.0,319.7
AL945,2026-02-20 03:15:00+00:00,90,4.7,14.39,,265.0,314.3
AL945,2026-02-20 03:22:30+00:00,80,5.075,14.34,,267.5,338.1
