station_id,time,cs,fof2,MUFD,foE,hmF2,hF2
MHJ45,2026-03-04 00:00:00+00:00,60,8.175,24.03,,242.5,326.0
AL945,2026-03-04 00:00:00+00:00,65,8.9,28.79,,247.5,281.0
MHJ45,2026-03-04 00:07:30+00:00,70,8.475,24.76,,260.0,329.6
AL945,2026-03-04 00:07:30+00:00,85,8.275,27.97,,230.0,266.5
MHJ45,2026-03-04 00:15:00+00:00,70,8.55,24.86,,247.5,335.2
AL945,2026-03-04 00:15:00+00:00,60,7.425,26.59,,220.0,255.4
MHJ45,2026-03-04 00:22:30+00:00,70,8.525,24.86,,242.5,336.3
AL945,2026-03-04 00:22:30+00:00,60,8.375,26.98,,220.0,271.5
MHJ45,2026-03-04 00:30:00+00:00,70,8.425,24.73,,242.5,325.5
AL945,2026-03-04 00:30:00+00:00,60,8.425,26.53,,217.5,285.3
AL945,2026-03-04 00:37:30+00:00,40,8.8,26.53,,220.0,299.3
MHJ45,2026-03-04 00:37:30+00:00,70,8.4,24.67,,242.5,329.7
MHJ45,2026-03-04 00:45:00+00:00,70,8.35,24.45,,242.5,336.0
AL945,2026-03-04 00:45:00+00:00,40,8.3,26.73,,225.0,280.6
MHJ45,2026-03-04 00:52:30+00:00,70,8.325,24.12,,242.5,341.3
AL945,2026-03-04 00:52:30+00:00,60,6.75,24.83,,227.5,254.6
MHJ45,2026-03-04 01:00:00+00:00,75,8.325,24.34,,242.5,332.2
AL945,2026-03-04 01:00:00+00:00,65,8.325,26.79,,227.5,279.7
AL945,2026-03-04 01:07:30+00:00,65,7.85,26.76,,225.0,267.0
MHJ45,2026-03-04 01:07:30+00:00,70,8.275,24.55,,245.0,323.0
AL945,2026-03-04 01:15:00+00:00,60,8.575,26.56,,225.0,292.8
MHJ45,2026-03-04 01:15:00+00:00,0,8.3,24.46,,250.0,
MHJ45,2026-03-04 01:22:30+00:00,70,8.25,24.67,,250.0,320.1
AL945,2026-03-04 01:22:30+00:00,80,8.225,26.19,,225.0,279.5
MHJ45,2026-03-04 01:30:00+00:00,0,8.3,24.95,,250.0,
AL945,2026-03-04 01:30:00+00:00,70,8.175,26.1,,220.0,283.3
MHJ45,2026-03-04 01:37:30+00:00,0,8.3,25.45,,250.0,
AL945,2026-03-04 01:37:30+00:00,60,8.025,26.04,,220.0,280.1
MHJ45,2026-03-04 01:45:00+00:00,70,8.2,25.1,,235.0,317.5
AL945,2026-03-04 01:45:00+00:00,90,7.775,25.01,,217.5,282.8
MHJ45,2026-03-04 01:52:30+00:00,70,8.075,24.91,,230.0,304.4
AL945,2026-03-04 01:52:30+00:00,0,7.7,23.92,,215.0,
MHJ45,2026-03-04 02:00:00+00:00,70,8.05,24.91,,225.0,307.1
AL945,2026-03-04 02:00:00+00:00,90,7.375,23.54,,215.0,280.2
AL945,2026-03-04 02:07:30+00:00,0,7.375,22.86,,212.5,
MHJ45,2026-03-04 02:07:30+00:00,70,7.9,24.63,,222.5,303.2
MHJ45,2026-03-04 02:15:00+00:00,70,7.675,23.92,,225.0,300.4
AL945,2026-03-04 02:15:00+00:00,0,7.025,22.04,,215.0,
MHJ45,2026-03-04 02:22:30+00:00,75,7.475,22.95,,225.0,301.9
AL945,2026-03-04 02:22:30+00:00,0,6.9,21.43,,217.5,
AL945,2026-03-04 02:30:00+00:00,0,6.575,20.11,,217.5,
MHJ45,2026-03-04 02:30:00+00:00,0,7.325,22.24,,222.5,
MHJ45,2026-03-04 02:37:30+00:00,60,7.125,21.41,,227.5,305.8
AL945,2026-03-04 02:37:30+00:00,0,6.475,19.28,,222.5,
AL945,2026-03-04 02:45:00+00:00,0,6.375,18.87,,230.0,
