station_id,time,cs,fof2,MUFD,foE,hmF2,hF2
MHJ45,2026-02-25 00:00:00+00:00,40,7.0,25.14,,215.0,249.9
AL945,2026-02-25 00:00:00+00:00,70,8.35,27.1,,207.5,270.6
MHJ45,2026-02-25 00:07:30+00:00,70,7.675,25.57,,220.0,277.9
AL945,2026-02-25 00:07:30+00:00,85,8.025,26.69,,202.5,260.0
MHJ45,2026-02-25 00:15:00+00:00,70,7.3,24.5,,217.5,272.3
AL945,2026-02-25 00:15:00+00:00,50,7.8,25.3,,205.0,271.0
MHJ45,2026-02-25 00:22:30+00:00,60,7.075,23.64,,212.5,278.6
AL945,2026-02-25 00:22:30+00:00,80,7.6,24.1,,200.0,291.2
MHJ45,2026-02-25 00:30:00+00:00,70,6.575,22.42,,210.0,251.2
AL945,2026-02-25 00:30:00+00:00,65,6.3,23.13,,207.5,242.5
MHJ45,2026-02-25 00:37:30+00:00,40,6.3,20.64,,207.5,266.6
AL945,2026-02-25 00:37:30+00:00,70,7.625,24.5,,217.5,276.3
MHJ45,2026-02-25 00:45:00+00:00,70,6.275,21.37,,212.5,266.1
AL945,2026-02-25 00:45:00+00:00,60,7.475,24.99,,217.5,264.5
MHJ45,2026-02-25 00:52:30+00:00,60,6.25,20.97,,220.0,267.5
AL945,2026-02-25 00:52:30+00:00,50,7.375,24.43,,215.0,271.0
MHJ45,2026-02-25 01:00:00+00:00,70,6.3,21.4,,222.5,267.6
AL945,2026-02-25 01:00:00+00:00,60,7.325,25.1,,215.0,267.4
AL945,2026-02-25 01:07:30+00:00,90,7.0,24.15,,212.5,255.5
MHJ45,2026-02-25 01:07:30+00:00,70,6.125,21.38,,220.0,257.0
AL945,2026-02-25 01:15:00+00:00,90,6.975,23.83,,210.0,263.2
MHJ45,2026-02-25 01:15:00+00:00,70,6.075,20.68,,215.0,260.4
AL945,2026-02-25 01:22:30+00:00,60,5.55,22.24,,205.0,222.7
MHJ45,2026-02-25 01:22:30+00:00,70,5.825,19.95,,215.0,254.4
AL945,2026-02-25 01:30:00+00:00,70,6.5,21.34,,205.0,265.3
MHJ45,2026-02-25 01:30:00+00:00,70,5.775,19.08,,210.0,263.5
AL945,2026-02-25 01:37:30+00:00,90,6.275,21.89,,210.0,249.7
MHJ45,2026-02-25 01:37:30+00:00,80,5.475,18.04,,210.0,263.5
MHJ45,2026-02-25 01:45:00+00:00,50,4.925,16.26,,207.5,259.7
AL945,2026-02-25 01:45:00+00:00,70,5.95,20.21,,210.0,253.5
MHJ45,2026-02-25 01:52:30+00:00,0,4.825,15.71,,210.0,
AL945,2026-02-25 01:52:30+00:00,90,5.65,18.45,,212.5,266.9
AL945,2026-02-25 02:00:00+00:00,0,5.15,17.44,,212.5,
MHJ45,2026-02-25 02:00:00+00:00,0,4.7,14.22,,245.0,
AL945,2026-02-25 02:07:30+00:00,0,4.9,15.94,,215.0,
MHJ45,2026-02-25 02:07:30+00:00,0,4.35,13.35,,232.5,
AL945,2026-02-25 02:15:00+00:00,0,4.95,15.08,,225.0,
MHJ45,2026-02-25 02:15:00+00:00,0,4.325,13.24,,240.0,
AL945,2026-02-25 02:22:30+00:00,40,4.75,14.94,,245.0,288.1
MHJ45,2026-02-25 02:22:30+00:00,70,4.075,12.55,,247.5,298.2
AL945,2026-02-25 02:30:00+00:00,70,4.425,13.87,,240.0,293.3
MHJ45,2026-02-25 02:30:00+00:00,40,3.3,11.32,,257.5,271.6
MHJ45,2026-02-25 02:37:30+00:00,80,3.975,11.55,,272.5,336.7
AL945,2026-02-25 02:37:30+00:00,0,4.425,13.43,,245.0,
MHJ45,2026-02-25 02:45:00+00:00,70,3.95,12.18,,275.0,313.3
AL945,2026-02-25 02:45:00+00:00,80,4.275,13.08,,247.5,302.1
MHJ45,2026-02-25 02:52:30+00:00,70,3.925,12.15,,287.5,309.1
AL945,2026-02-25 02:52:30+00:00,80,4.2,12.68,,255.0,312.8
AL945,2026-02-25 03:00:00+00:00,80,4.175,12.52,,255.0,316.3
MHJ45,2026-02-25 03:00:00+00:00,35,3.8,11.99,,285.0,305.9
AL945,2026-02-25 03:07:30+00:00,80,4.15,12.34,,257.5,317.3
