station_id,time,cs,fof2,MUFD,foE,hmF2,hF2
MHJ45,2026-02-23 00:00:00+00:00,0,4.7,13.79,,227.5,
AL945,2026-02-23 00:00:00+00:00,40,5.625,19.6,,222.5,256.6
AL945,2026-02-23 00:07:30+00:00,0,6.0,17.69,,220.0,
MHJ45,2026-02-23 00:07:30+00:00,0,4.225,12.72,,237.5,
MHJ45,2026-02-23 00:15:00+00:00,0,4.6,11.94,,250.0,
AL945,2026-02-23 00:15:00+00:00,60,5.575,17.91,,225.0,283.7
AL945,2026-02-23 00:22:30+00:00,40,4.35,15.48,,237.5,262.1
MHJ45,2026-02-23 00:22:30+00:00,70,4.25,11.95,,272.5,338.7
AL945,2026-02-23 00:30:00+00:00,70,4.975,17.29,,247.5,268.9
MHJ45,2026-02-23 00:30:00+00:00,90,4.225,11.97,,282.5,333.0
AL945,2026-02-23 00:37:30+00:00,60,5.675,18.49,,240.0,282.9
MHJ45,2026-02-23 00:37:30+00:00,90,4.2,12.19,,282.5,326.3
AL945,2026-02-23 00:45:00+00:00,60,5.725,18.02,,235.0,287.9
MHJ45,2026-02-23 00:45:00+00:00,40,3.525,11.73,,280.0,288.3
AL945,2026-02-23 00:52:30+00:00,60,4.55,15.95,,235.0,261.9
MHJ45,2026-02-23 00:52:30+00:00,70,4.125,11.99,,280.0,324.5
AL945,2026-02-23 01:00:00+00:00,20,5.5,16.08,,247.5,313.7
MHJ45,2026-02-23 01:00:00+00:00,70,4.225,11.86,,297.5,344.5
AL945,2026-02-23 01:07:30+00:00,60,5.2,15.75,,247.5,301.5
MHJ45,2026-02-23 01:07:30+00:00,70,4.2,11.69,,285.0,347.3
MHJ45,2026-02-23 01:15:00+00:00,60,4.275,12.02,,285.0,343.2
AL945,2026-02-23 01:15:00+00:00,0,4.525,13.22,,247.5,
AL945,2026-02-23 01:22:30+00:00,70,4.45,12.81,,265.0,329.1
MHJ45,2026-02-23 01:22:30+00:00,60,4.15,12.2,,297.5,335.3
MHJ45,2026-02-23 01:30:00+00:00,85,4.15,10.98,,300.0,363.8
AL945,2026-02-23 01:30:00+00:00,60,3.95,11.34,,302.5,326.9
MHJ45,2026-02-23 01:37:30+00:00,90,4.025,10.64,,307.5,380.9
AL945,2026-02-23 01:37:30+00:00,40,3.2,10.34,,295.0,294.9
AL945,2026-02-23 01:45:00+00:00,70,3.675,10.04,,310.0,359.9
MHJ45,2026-02-23 01:45:00+00:00,80,4.0,11.3,,312.5,353.0
MHJ45,2026-02-23 01:52:30+00:00,80,4.15,10.39,,317.5,407.8
AL945,2026-02-23 01:52:30+00:00,70,2.55,8.0,,327.5,297.7
AL945,2026-02-23 02:00:00+00:00,70,2.65,7.74,,335.0,324.7
MHJ45,2026-02-23 02:00:00+00:00,40,3.525,10.18,,317.5,337.5
AL945,2026-02-23 02:07:30+00:00,70,2.55,7.32,,340.0,334.2
MHJ45,2026-02-23 02:07:30+00:00,80,4.025,10.42,,317.5,387.4
MHJ45,2026-02-23 02:15:00+00:00,80,4.0,10.99,,315.0,359.6
AL945,2026-02-23 02:15:00+00:00,60,2.55,6.94,,367.5,350.6
MHJ45,2026-02-23 02:22:30+00:00,80,4.075,11.13,,312.5,355.9
AL945,2026-02-23 02:22:30+00:00,70,2.425,6.81,,380.0,339.2
MHJ45,2026-02-23 02:30:00+00:00,90,4.25,11.41,,305.0,368.4
AL945,2026-02-23 02:30:00+00:00,50,2.2,6.53,,377.3,308.3
MHJ45,2026-02-23 02:37:30+00:00,90,4.225,11.34,,312.5,362.0
AL945,2026-02-23 02:45:00+00:00,45,2.1,5.75,,452.9,331.6
MHJ45,2026-02-23 02:45:00+00:00,90,4.3,11.52,,290.0,359.4
AL945,2026-02-23 02:52:30+00:00,45,2.125,5.83,,447.8,333.9
MHJ45,2026-02-23 02:52:30+00:00,90,3.95,11.31,,287.5,334.6
MHJ45,2026-02-23 03:00:00+00:00,70,3.675,10.77,,285.0,324.3
AL945,2026-02-23 03:00:00+00:00,45,2.05,6.39,,376.9,284.4
AL945,2026-02-23 03:07:30+00:00,45,2.175,6.29,,386.3,332.9
MHJ45,2026-02-23 03:07:30+00:00,90,4.0,11.04,,292.5,355.1
MHJ45,2026-02-23 03:15:00+00:00,90,3.7,10.37,,292.5,346.1
AL945,2026-02-23 03:15:00+00:00,45,2.175,6.42,,375.7,320.4
AL945,2026-02-23 03:22:30+00:00,45,2.15,5.93,,427.5,346.8
MHJ45,2026-02-23 03:22:30+00:00,80,3.775,10.93,,295.0,338.2
AL945,2026-02-23 03:30:00+00:00,45,2.075,5.69,,457.4,346.6
MHJ45,2026-02-23 03:30:00+00:00,70,3.425,10.22,,295.0,319.1
MHJ45,2026-02-23 03:37:30+00:00,80,3.775,10.22,,300.0,373.5
AL945,2026-02-23 03:37:30+00:00,70,2.425,6.19,,502.5,367.8
AL945,2026-02-23 03:45:00+00:00,70,2.5,6.55,,465.0,372.8
MHJ45,2026-02-23 03:45:00+00:00,70,3.45,10.11,,307.5,326.1
MHJ45,2026-02-23 03:52:30+00:00,60,3.475,10.34,,297.5,324.0
AL945,2026-02-23 04:00:00+00:00,70,2.4,6.89,,372.5,331.4
MHJ45,2026-02-23 04:00:00+00:00,80,3.725,11.3,,302.5,321.9
MHJ45,2026-02-23 04:07:30+00:00,70,3.425,10.14,,282.5,328.6
AL945,2026-02-23 04:07:30+00:00,60,2.35,6.34,,472.5,347.8
MHJ45,2026-02-23 04:15:00+00:00,40,2.75,10.13,,277.5,263.9
MHJ45,2026-02-23 04:22:30+00:00,70,3.375,10.46,,265.0,299.4
MHJ45,2026-02-23 04:30:00+00:00,70,2.775,9.31,,265.0,275.2
MHJ45,2026-02-23 04:37:30+00:00,70,2.9,9.02,,280.0,301.9
MHJ45,2026-02-23 04:45:00+00:00,70,2.85,8.18,,290.0,330.2
MHJ45,2026-02-23 04:52:30+00:00,70,2.45,7.96,,335.0,300.7
MHJ45,2026-02-23 05:00:00+00:00,70,2.875,8.42,,320.0,340.6
MHJ45,2026-02-23 05:07:30+00:00,70,2.45,6.97,,380.0,347.1
AL945,2026-02-23 05:07:30+00:00,70,2.525,6.88,,450.0,360.1
AL945,2026-02-23 05:15:00+00:00,45,2.45,6.7,,380.2,353.3
MHJ45,2026-02-23 05:15:00+00:00,70,2.425,6.85,,397.5,355.8
AL945,2026-02-23 05:22:30+00:00,45,2.1,5.95,,425.2,337.0
MHJ45,2026-02-23 05:22:30+00:00,70,2.95,7.57,,385.0,394.3
AL945,2026-02-23 05:30:00+00:00,45,2.125,5.77,,446.9,355.1
MHJ45,2026-02-23 05:30:00+00:00,60,2.975,7.55,,422.5,409.7
AL945,2026-02-23 05:37:30+00:00,65,2.125,5.8,,467.5,330.0
MHJ45,2026-02-23 05:37:30+00:00,70,2.55,7.02,,435.0,359.0
MHJ45,2026-02-23 05:45:00+00:00,70,2.475,6.54,,450.0,380.3
AL945,2026-02-23 05:45:00+00:00,45,2.15,5.67,,461.0,365.3
AL945,2026-02-23 05:52:30+00:00,45,2.05,5.21,,528.1,361.8
MHJ45,2026-02-23 05:52:30+00:00,70,2.425,6.62,,420.0,364.0
AL945,2026-02-23 06:00:00+00:00,45,2.1,5.48,,500.3,347.1
MHJ45,2026-02-23 06:00:00+00:00,40,2.375,6.05,,514.7,402.6
MHJ45,2026-02-23 06:07:30+00:00,70,2.825,7.03,,420.0,412.4
AL945,2026-02-23 06:15:00+00:00,50,2.05,4.66,,627.8,397.9
MHJ45,2026-02-23 06:15:00+00:00,70,2.725,7.11,,405.0,386.3
MHJ45,2026-02-23 06:22:30+00:00,60,2.625,7.16,,412.5,387.3
MHJ45,2026-02-23 06:30:00+00:00,70,2.425,6.67,,417.5,360.6
MHJ45,2026-02-23 06:37:30+00:00,70,2.45,6.69,,415.0,361.3
MHJ45,2026-02-23 06:45:00+00:00,70,3.025,7.72,,385.0,413.6
MHJ45,2026-02-23 06:52:30+00:00,60,2.3,6.86,,375.0,326.3
MHJ45,2026-02-23 07:07:30+00:00,40,2.65,7.97,,365.0,327.7
MHJ45,2026-02-23 07:15:00+00:00,70,3.375,9.14,,372.5,392.5
MHJ45,2026-02-23 07:22:30+00:00,40,3.1,7.96,,350.0,385.5
MHJ45,2026-02-23 07:30:00+00:00,40,2.675,7.79,,337.5,335.1
MHJ45,2026-02-23 07:37:30+00:00,60,3.575,9.36,,342.5,406.6
MHJ45,2026-02-23 07:45:00+00:00,40,3.575,9.13,,325.0,393.3
MHJ45,2026-02-23 07:52:30+00:00,70,3.65,9.84,,320.0,370.9
MHJ45,2026-02-23 08:00:00+00:00,70,3.575,10.11,,307.5,338.6
MHJ45,2026-02-23 08:07:30+00:00,70,3.65,10.6,,297.5,329.3
MHJ45,2026-02-23 08:15:00+00:00,70,3.775,10.67,,295.0,335.1
MHJ45,2026-02-23 08:22:30+00:00,60,3.25,10.38,,292.5,301.1
MHJ45,2026-02-23 08:30:00+00:00,70,3.8,11.21,,295.0,325.3
MHJ45,2026-02-23 08:37:30+00:00,60,3.45,11.13,,282.5,294.8
MHJ45,2026-02-23 08:45:00+00:00,70,4.0,11.91,,275.0,323.6
MHJ45,2026-02-23 08:52:30+00:00,60,3.275,9.84,,265.0,316.6
MHJ45,2026-02-23 09:00:00+00:00,60,3.3,11.62,,257.5,266.6
MHJ45,2026-02-23 09:07:30+00:00,70,3.325,10.79,,252.5,290.1
MHJ45,2026-02-23 09:15:00+00:00,40,3.225,10.59,,245.0,282.7
MHJ45,2026-02-23 09:22:30+00:00,60,3.05,11.32,,237.5,244.6
AL945,2026-02-23 09:30:00+00:00,70,2.625,6.95,,457.5,362.3
MHJ45,2026-02-23 09:30:00+00:00,0,2.975,9.74,,232.5,
MHJ45,2026-02-23 09:37:30+00:00,70,2.725,10.0,,232.5,245.1
MHJ45,2026-02-23 09:45:00+00:00,0,2.9,9.55,,227.5,
MHJ45,2026-02-23 09:52:30+00:00,40,2.725,9.76,,260.0,264.2
AL945,2026-02-23 09:52:30+00:00,70,2.525,6.97,,420.0,350.5
AL945,2026-02-23 10:00:00+00:00,70,2.2,6.53,,385.0,309.7
MHJ45,2026-02-23 10:00:00+00:00,40,2.575,7.59,,312.5,315.1
AL945,2026-02-23 10:07:30+00:00,70,2.225,6.37,,445.0,312.8
MHJ45,2026-02-23 10:07:30+00:00,70,2.45,8.44,,267.5,263.9
MHJ45,2026-02-23 10:15:00+00:00,70,2.45,7.83,,280.0,298.7
MHJ45,2026-02-23 10:22:30+00:00,60,2.275,6.08,,472.5,345.3
MHJ45,2026-02-23 10:30:00+00:00,90,2.15,5.36,,537.5,349.4
MHJ45,2026-02-23 10:37:30+00:00,45,2.275,5.07,,582.5,426.9
AL945,2026-02-23 10:45:00+00:00,0,2.025,4.98,,565.5,
MHJ45,2026-02-23 10:45:00+00:00,90,2.325,5.25,,610.0,412.3
MHJ45,2026-02-23 10:52:30+00:00,90,2.625,6.93,,447.5,357.3
MHJ45,2026-02-23 11:00:00+00:00,60,2.613,7.58,,362.5,303.8
MHJ45,2026-02-23 11:07:30+00:00,60,2.925,8.5,,272.5,300.2
MHJ45,2026-02-23 11:15:00+00:00,70,3.325,10.44,,265.0,284.3
MHJ45,2026-02-23 11:22:30+00:00,70,3.863,12.8,,275.0,270.0
AL945,2026-02-23 11:30:00+00:00,45,2.175,5.44,,493.3,380.3
MHJ45,2026-02-23 11:30:00+00:00,70,4.457,14.98,,325.0,245.5
MHJ45,2026-02-23 11:37:30+00:00,70,4.775,16.51,,225.0,242.5
AL945,2026-02-23 11:45:00+00:00,70,2.225,7.01,,350.0,266.8
MHJ45,2026-02-23 11:45:00+00:00,70,5.075,18.32,,220.0,228.6
AL945,2026-02-23 11:52:30+00:00,70,2.45,7.17,,322.5,304.1
MHJ45,2026-02-23 11:52:30+00:00,70,4.9,17.49,,207.5,219.1
AL945,2026-02-23 12:00:00+00:00,70,2.825,8.69,,287.5,277.7
MHJ45,2026-02-23 12:00:00+00:00,70,5.132,18.33,2.05,215.0,222.0
AL945,2026-02-23 12:07:30+00:00,70,3.35,10.9,,265.0,263.2
MHJ45,2026-02-23 12:07:30+00:00,0,5.375,19.0,2.05,222.5,
AL945,2026-02-23 12:15:00+00:00,20,3.625,12.98,,247.5,235.9
MHJ45,2026-02-23 12:15:00+00:00,20,4.226,16.87,2.25,225.0,194.0
AL945,2026-02-23 12:22:30+00:00,50,3.925,13.84,,235.0,238.7
MHJ45,2026-02-23 12:22:30+00:00,40,5.851,22.79,2.25,255.0,200.6
AL945,2026-02-23 12:30:00+00:00,40,4.3,16.72,,227.5,216.9
MHJ45,2026-02-23 12:30:00+00:00,70,6.029,21.53,2.42,172.9,213.2
