station_id,time,cs,fof2,MUFD,foE,hmF2,hF2
AL945,2026-02-19 00:00:00+00:00,70,7.35,23.78,,220.0,268.2
MHJ45,2026-02-19 00:00:00+00:00,60,6.475,22.12,,225.0,265.3
AL945,2026-02-19 00:07:30+00:00,80,7.4,23.92,,217.5,278.2
MHJ45,2026-02-19 00:07:30+00:00,0,6.525,20.54,,217.5,
AL945,2026-02-19 00:15:00+00:00,70,7.275,23.43,,217.5,274.7
MHJ45,2026-02-19 00:15:00+00:00,20,4.950,18.59,,225.0,245.6
MHJ45,2026-02-19 00:22:30+00:00,70,6.325,20.20,,225.0,289.3
AL945,2026-02-19 00:22:30+00:00,90,7.175,23.62,,220.0,270.1
AL945,2026-02-19 00:30:00+00:00,40,6.625,23.89,,222.5,250.0
MHJ45,2026-02-19 00:30:00+00:00,60,6.325,19.86,,227.5,291.1
AL945,2026-02-19 00:37:30+00:00,60,6.975,23.18,,217.5,269.7
MHJ45,2026-02-19 00:37:30+00:00,70,6.250,20.20,,225.0,285.8
MHJ45,2026-02-19 00:45:00+00:00,70,5.875,19.69,,225.0,269.7
AL945,2026-02-19 00:45:00+00:00,80,6.85,22.56,,215.0,264.3
MHJ45,2026-02-19 00:52:30+00:00,70,5.775,18.64,,222.5,273.8
AL945,2026-02-19 00:52:30+00:00,90,6.65,21.8,,212.5,276.8
AL945,2026-02-19 01:00:00+00:00,70,6.55,21.4,,217.5,270.2
MHJ45,2026-02-19 01:00:00+00:00,60,5.775,17.75,,227.5,283.8
AL945,2026-02-19 01:07:30+00:00,90,6.35,20.89,,215.0,274.1
MHJ45,2026-02-19 01:07:30+00:00,70,5.300,17.59,,222.5,271.2
AL945,2026-02-19 01:15:00+00:00,70,6.125,20.06,,217.5,276.1
MHJ45,2026-02-19 01:15:00+00:00,20,4.050,15.49,,222.5,235.2
MHJ45,2026-02-19 01:22:30+00:00,80,5.125,16.55,,225.0,283.0
AL945,2026-02-19 01:22:30+00:00,90,5.85,19.34,,215.0,268.4
MHJ45,2026-02-19 01:30:00+00:00,60,5.050,15.46,,235.0,294.4
AL945,2026-02-19 01:30:00+00:00,90,5.775,18.42,,220.0,278.3
MHJ45,2026-02-19 01:37:30+00:00,70,4.925,15.31,,242.5,291.6
AL945,2026-02-19 01:37:30+00:00,90,5.625,17.86,,220.0,283.6
MHJ45,2026-02-19 01:45:00+00:00,40,4.550,15.39,,245.0,274.8
AL945,2026-02-19 01:45:00+00:00,0,5.6,17.41,,225.0,
AL945,2026-02-19 01:52:30+00:00,0,5.4,17.19,,225.0,
MHJ45,2026-02-19 01:52:30+00:00,80,4.900,15.06,,245.0,313.2
AL945,2026-02-19 02:00:00+00:00,0,5.3,16.12,,232.5,
MHJ45,2026-02-19 02:00:00+00:00,90,4.925,15.32,,252.5,302.2
MHJ45,2026-02-19 02:07:30+00:00,70,4.750,14.53,,255.0,300.7
AL945,2026-02-19 02:07:30+00:00,90,5.325,16.38,,240.0,304.8
MHJ45,2026-02-19 02:15:00+00:00,70,4.775,14.32,,252.5,322.3
AL945,2026-02-19 02:15:00+00:00,90,5.175,16.48,,240.0,292.3
MHJ45,2026-02-19 02:22:30+00:00,60,4.750,14.45,,255.0,315.6
AL945,2026-02-19 02:22:30+00:00,90,4.975,15.69,,235.0,289.3
MHJ45,2026-02-19 02:30:00+00:00,40,4.750,14.26,,260.0,318.9
AL945,2026-02-19 02:30:00+00:00,90,4.9,15.72,,242.5,294.4
MHJ45,2026-02-19 02:37:30+00:00,70,4.850,15.32,,265.0,307.2
AL945,2026-02-19 02:37:30+00:00,90,4.95,15.12,,245.0,310.6
AL945,2026-02-19 02:45:00+00:00,90,4.75,15.08,,247.5,297.0
MHJ45,2026-02-19 02:45:00+00:00,60,4.850,14.98,,275.0,312.3
MHJ45,2026-02-19 02:52:30+00:00,70,4.775,14.56,,277.5,323.0
