station_id,time,cs,fof2,MUFD,foE,hmF2,hF2
AL945,2026-02-08 00:00:00+00:00,70,7.65,26.01,,225.0,266.4
MHJ45,2026-02-08 00:00:00+00:00,50,5.775,19.43,,215.0,264.9
AL945,2026-02-08 00:07:30+00:00,70,7.525,24.75,,217.5,267.6
MHJ45,2026-02-08 00:07:30+00:00,60,5.45,18.05,,212.5,264.1
MHJ45,2026-02-08 00:15:00+00:00,0,4.9,16.41,,212.5,
AL945,2026-02-08 00:15:00+00:00,70,7.4,24.57,,217.5,268.0
MHJ45,2026-02-08 00:22:30+00:00,45,4.525,15.64,,227.5,259.3
AL945,2026-02-08 00:22:30+00:00,70,7.125,24.37,,215.0,255.1
MHJ45,2026-02-08 00:30:00+00:00,0,4.875,14.22,,235.0,
AL945,2026-02-08 00:30:00+00:00,60,7.0,22.85,,220.0,275.6
MHJ45,2026-02-08 00:37:30+00:00,45,3.65,13.42,,240.0,252.6
AL945,2026-02-08 00:37:30+00:00,70,6.75,21.69,,220.0,278.7
MHJ45,2026-02-08 00:45:00+00:00,15,4.2,13.94,,247.5,278.2
AL945,2026-02-08 00:45:00+00:00,90,6.5,21.3,,217.5,274.1
AL945,2026-02-08 00:52:30+00:00,0,6.55,20.92,,205.0,
MHJ45,2026-02-08 00:52:30+00:00,60,4.075,13.99,,245.0,270.5
MHJ45,2026-02-08 01:00:00+00:00,35,4.05,13.69,,245.0,273.0
AL945,2026-02-08 01:00:00+00:00,0,6.45,20.98,,232.5,
MHJ45,2026-02-08 01:07:30+00:00,50,4.375,13.32,,255.0,307.0
AL945,2026-02-08 01:07:30+00:00,0,6.375,20.79,,232.5,
AL945,2026-02-08 01:15:00+00:00,60,6.075,21.91,,235.0,252.5
MHJ45,2026-02-08 01:15:00+00:00,15,4.2,14.06,,257.5,282.6
AL945,2026-02-08 01:22:30+00:00,0,5.725,19.69,,217.5,
MHJ45,2026-02-08 01:22:30+00:00,45,3.85,13.3,,255.0,271.8
MHJ45,2026-02-08 01:30:00+00:00,35,4.275,13.35,,250.0,290.4
AL945,2026-02-08 01:30:00+00:00,70,5.425,18.02,,207.5,263.3
AL945,2026-02-08 01:37:30+00:00,0,5.125,16.89,,222.5,
MHJ45,2026-02-08 01:37:30+00:00,50,3.65,12.07,,255.0,276.6
MHJ45,2026-02-08 01:45:00+00:00,0,11.6,30.66,,130.0,
