station_id,time,cs,fof2,MUFD,foE,hmF2,hF2
MHJ45,2026-02-15 00:00:00+00:00,70,5.200,15.65,,270.0,313.1
AL945,2026-02-15 00:00:00+00:00,70,6.075,20.82,,217.5,258.0
AL945,2026-02-15 00:07:30+00:00,20,6.225,21.06,,240.0,278.7
MHJ45,2026-02-15 00:07:30+00:00,70,5.400,15.39,,292.5,337.6
AL945,2026-02-15 00:15:00+00:00,40,5.25,18.88,,252.5,263.0
MHJ45,2026-02-15 00:15:00+00:00,70,5.250,15.09,,267.5,323.4
AL945,2026-02-15 00:22:30+00:00,60,5.9,17.89,,247.5,315.4
MHJ45,2026-02-15 00:22:30+00:00,70,5.425,15.22,,267.5,338.2
MHJ45,2026-02-15 00:30:00+00:00,90,5.725,16.70,,262.5,333.9
AL945,2026-02-15 00:30:00+00:00,40,4.925,16.1,,250.0,290.7
MHJ45,2026-02-15 00:37:30+00:00,70,5.875,17.54,,252.5,319.3
AL945,2026-02-15 00:37:30+00:00,70,4.65,14.35,,250.0,302.0
AL945,2026-02-15 00:45:00+00:00,70,4.15,13.24,,247.5,280.5
MHJ45,2026-02-15 00:45:00+00:00,60,5.850,17.30,,247.5,320.5
AL945,2026-02-15 00:52:30+00:00,70,4.3,12.51,,255.0,324.7
MHJ45,2026-02-15 00:52:30+00:00,70,5.625,16.26,,260.0,335.9
AL945,2026-02-15 01:00:00+00:00,70,3.95,12.55,,262.5,294.7
MHJ45,2026-02-15 01:00:00+00:00,70,5.600,16.55,,282.5,322.4
AL945,2026-02-15 01:07:30+00:00,90,4.425,12.96,,257.5,317.6
MHJ45,2026-02-15 01:07:30+00:00,70,5.625,16.65,,262.5,325.1
AL945,2026-02-15 01:15:00+00:00,90,4.35,12.37,,257.5,326.1
MHJ45,2026-02-15 01:15:00+00:00,80,5.600,16.55,,252.5,325.5
MHJ45,2026-02-15 01:22:30+00:00,0,5.925,16.96,,247.5,
AL945,2026-02-15 01:22:30+00:00,60,3.475,12.4,,262.5,265.3
MHJ45,2026-02-15 01:30:00+00:00,100,6.050,17.68,,250.0,327.9
AL945,2026-02-15 01:30:00+00:00,70,5.25,15.48,,250.0,319.8
MHJ45,2026-02-15 01:37:30+00:00,95,6.125,18.48,,237.5,312.3
AL945,2026-02-15 01:37:30+00:00,0,5.35,15.88,,247.5,
AL945,2026-02-15 01:45:00+00:00,60,5.3,16.22,,235.0,296.2
MHJ45,2026-02-15 01:45:00+00:00,90,5.925,18.56,,222.5,292.7
MHJ45,2026-02-15 01:52:30+00:00,0,5.725,17.23,,215.0,
AL945,2026-02-15 01:52:30+00:00,90,5.025,16.28,,227.5,271.1
MHJ45,2026-02-15 02:00:00+00:00,0,5.350,16.13,,215.0,
AL945,2026-02-15 02:00:00+00:00,0,4.9,15.44,,225.0,
AL945,2026-02-15 02:07:30+00:00,0,4.65,14.27,,230.0,
MHJ45,2026-02-15 02:07:30+00:00,0,5.100,14.72,,220.0,
MHJ45,2026-02-15 02:15:00+00:00,0,4.825,13.04,,215.0,
AL945,2026-02-15 02:15:00+00:00,0,4.025,12.1,,245.0,
MHJ45,2026-02-15 02:22:30+00:00,0,4.650,11.86,,220.0,
AL945,2026-02-15 02:22:30+00:00,45,3.475,9.53,,398.5,384.9
MHJ45,2026-02-15 02:30:00+00:00,0,4.525,11.41,,262.5,
AL945,2026-02-15 02:30:00+00:00,45,2.15,5.85,,436.3,352.4
AL945,2026-02-15 02:37:30+00:00,45,2.825,7.64,,441.3,343.6
MHJ45,2026-02-15 02:37:30+00:00,0,4.375,11.16,,282.5,
MHJ45,2026-02-15 02:45:00+00:00,90,4.125,11.58,,297.5,341.8
AL945,2026-02-15 02:45:00+00:00,70,2.225,5.48,,555.0,382.6
AL945,2026-02-15 02:52:30+00:00,50,2.725,8.44,,337.5,311.3
MHJ45,2026-02-15 02:52:30+00:00,90,4.375,11.90,,287.5,351.7
MHJ45,2026-02-15 03:00:00+00:00,80,4.600,12.67,,277.5,348.0
AL945,2026-02-15 03:00:00+00:00,70,3.075,8.54,,320.0,351.8
MHJ45,2026-02-15 03:07:30+00:00,0,4.525,12.34,,267.5,
AL945,2026-02-15 03:07:30+00:00,70,2.75,8.9,,312.5,293.1
MHJ45,2026-02-15 03:15:00+00:00,0,4.700,12.43,,267.5,
AL945,2026-02-15 03:15:00+00:00,70,3.8,10.07,,397.5,374.8
AL945,2026-02-15 03:22:30+00:00,70,3.9,11.04,,325.0,344.7
MHJ45,2026-02-15 03:22:30+00:00,0,4.625,12.97,,267.5,
AL945,2026-02-15 03:30:00+00:00,60,3.75,11.89,,285.0,301.1
MHJ45,2026-02-15 03:30:00+00:00,0,4.750,13.09,,262.5,
MHJ45,2026-02-15 03:37:30+00:00,95,4.475,13.19,,255.0,316.9
AL945,2026-02-15 03:37:30+00:00,70,4.05,12.15,,265.0,311.2
AL945,2026-02-15 03:45:00+00:00,70,4.05,12.34,,252.5,302.3
MHJ45,2026-02-15 03:45:00+00:00,0,4.625,13.10,,247.5,
AL945,2026-02-15 03:52:30+00:00,0,4.0,12.01,,247.5,
MHJ45,2026-02-15 03:52:30+00:00,90,4.175,12.87,,242.5,294.8
AL945,2026-02-15 04:00:00+00:00,65,3.475,11.57,,237.5,266.8
MHJ45,2026-02-15 04:00:00+00:00,0,4.100,12.64,,237.5,
AL945,2026-02-15 04:07:30+00:00,45,2.325,8.85,,242.5,231.8
MHJ45,2026-02-15 04:07:30+00:00,0,4.000,12.51,,232.5,
MHJ45,2026-02-15 04:15:00+00:00,90,3.725,12.48,,230.0,263.0
AL945,2026-02-15 04:15:00+00:00,30,2.1,6.29,,387.5,305.6
MHJ45,2026-02-15 04:22:30+00:00,90,3.475,11.51,,227.5,264.4
MHJ45,2026-02-15 04:30:00+00:00,90,3.075,10.10,,245.0,274.1
AL945,2026-02-15 04:30:00+00:00,45,2.05,5.1,,548.5,352.1
AL945,2026-02-15 04:37:30+00:00,60,2.35,7.73,,317.5,289.6
MHJ45,2026-02-15 04:37:30+00:00,70,2.600,8.56,,265.0,281.7
MHJ45,2026-02-15 04:45:00+00:00,80,2.500,5.16,,637.5,497.3
MHJ45,2026-02-15 04:52:30+00:00,60,2.425,6.76,,377.5,357.5
MHJ45,2026-02-15 05:00:00+00:00,80,2.625,6.51,,405.0,418.3
AL945,2026-02-15 05:07:30+00:00,65,3.45,12.31,,247.5,257.3
MHJ45,2026-02-15 05:07:30+00:00,80,2.450,6.56,,387.5,366.9
MHJ45,2026-02-15 05:15:00+00:00,80,2.500,6.39,,390.0,388.8
MHJ45,2026-02-15 05:22:30+00:00,80,2.250,6.31,,412.5,339.5
AL945,2026-02-15 05:22:30+00:00,65,3.475,11.29,,342.5,291.8
AL945,2026-02-15 05:30:00+00:00,65,3.4,10.45,,320.0,325.9
MHJ45,2026-02-15 05:30:00+00:00,90,2.300,6.38,,415.0,346.0
AL945,2026-02-15 05:37:30+00:00,70,3.075,8.77,,357.5,345.0
MHJ45,2026-02-15 05:37:30+00:00,75,2.175,6.14,,432.5,337.8
AL945,2026-02-15 05:45:00+00:00,45,2.8,7.74,,465.5,342.8
MHJ45,2026-02-15 05:45:00+00:00,25,2.150,5.35,,508.0,376.0
AL945,2026-02-15 05:52:30+00:00,45,3.725,10.42,,347.5,362.2
AL945,2026-02-15 06:00:00+00:00,45,3.525,9.66,,350.0,361.5
MHJ45,2026-02-15 06:07:30+00:00,25,2.175,5.00,,598.2,407.3
AL945,2026-02-15 06:07:30+00:00,65,2.425,6.79,,397.5,340.8
MHJ45,2026-02-15 06:15:00+00:00,70,2.325,4.58,,715.0,501.0
AL945,2026-02-15 06:15:00+00:00,70,2.625,7.11,,400.0,365.0
AL945,2026-02-15 06:22:30+00:00,60,2.725,7.76,,397.5,347.9
MHJ45,2026-02-15 06:22:30+00:00,70,2.175,4.74,,673.8,449.7
AL945,2026-02-15 06:30:00+00:00,65,2.475,6.23,,440.0,388.7
MHJ45,2026-02-15 06:30:00+00:00,45,2.150,4.83,,652.5,406.6
AL945,2026-02-15 06:37:30+00:00,45,3.5,10.07,,330.0,336.7
MHJ45,2026-02-15 06:37:30+00:00,70,2.400,5.61,,497.5,428.5
AL945,2026-02-15 06:45:00+00:00,65,2.825,8.47,,337.5,321.0
MHJ45,2026-02-15 06:45:00+00:00,75,2.300,5.41,,595.8,428.6
AL945,2026-02-15 06:52:30+00:00,70,2.875,8.55,,337.5,320.9
MHJ45,2026-02-15 06:52:30+00:00,60,2.925,5.84,,467.5,532.3
AL945,2026-02-15 07:00:00+00:00,60,2.675,8.69,,335.0,297.6
MHJ45,2026-02-15 07:00:00+00:00,45,2.950,6.09,,447.5,499.9
MHJ45,2026-02-15 07:07:30+00:00,60,2.450,6.36,,422.5,375.0
AL945,2026-02-15 07:07:30+00:00,65,2.65,8.49,,335.0,293.8
MHJ45,2026-02-15 07:15:00+00:00,70,2.425,4.86,,650.0,513.2
MHJ45,2026-02-15 07:22:30+00:00,70,2.400,6.57,,377.5,353.6
MHJ45,2026-02-15 07:30:00+00:00,90,2.400,6.74,,367.5,343.8
MHJ45,2026-02-15 07:45:00+00:00,75,2.425,6.76,,357.5,350.1
MHJ45,2026-02-15 07:52:30+00:00,70,2.450,6.71,,362.5,359.2
MHJ45,2026-02-15 08:00:00+00:00,90,2.650,6.86,,360.0,416.7
MHJ45,2026-02-15 08:07:30+00:00,65,2.550,4.75,,695.0,581.9
MHJ45,2026-02-15 08:15:00+00:00,70,2.500,7.20,,332.5,336.6
MHJ45,2026-02-15 08:22:30+00:00,90,2.450,7.25,,337.5,317.2
MHJ45,2026-02-15 08:30:00+00:00,95,2.400,7.20,,322.5,310.4
MHJ45,2026-02-15 08:37:30+00:00,70,2.375,7.19,,330.0,310.0
MHJ45,2026-02-15 08:45:00+00:00,90,2.350,6.73,,360.0,328.6
MHJ45,2026-02-15 08:52:30+00:00,90,2.425,6.92,,380.0,334.5
