station_id,time,cs,fof2,hmF2,foE,MUFD,hF2
MHJ45,2026-02-07 20:00:00+00:00,90,11.575,36.70,2.78,220.0,267.2
AL945,2026-02-07 20:00:00+00:00,95,12.350,39.20,2.78,217.5,269.6
MHJ45,2026-02-07 20:07:30+00:00,70,11.625,37.35,2.53,235.0,275.1
AL945,2026-02-07 20:07:30+00:00,90,12.350,39.55,2.95,222.5,263.0
AL945,2026-02-07 20:15:00+00:00,90,12.375,39.37,2.92,220.0,269.0
MHJ45,2026-02-07 20:15:00+00:00,70,11.575,37.53,2.67,227.5,255.5
AL945,2026-02-07 20:22:30+00:00,95,12.375,39.29,2.80,220.0,268.7
MHJ45,2026-02-07 20:22:30+00:00,50,11.838,38.26,,280.0,236.4
MHJ45,2026-02-07 20:30:00+00:00,90,11.750,38.33,,222.5,257.1
AL945,2026-02-07 20:30:00+00:00,95,12.425,39.72,2.63,222.5,264.7
AL945,2026-02-07 20:37:30+00:00,90,12.575,40.65,2.55,215.0,263.0
MHJ45,2026-02-07 20:37:30+00:00,90,11.875,39.02,2.53,227.5,256.3
AL945,2026-02-07 20:45:00+00:00,95,12.575,41.34,2.35,217.5,258.8
MHJ45,2026-02-07 20:45:00+00:00,70,11.825,39.47,2.53,225.0,252.3
AL945,2026-02-07 20:52:30+00:00,95,12.375,40.69,2.30,225.0,257.4
MHJ45,2026-02-07 20:52:30+00:00,70,11.750,38.67,2.42,217.5,264.3
MHJ45,2026-02-07 21:00:00+00:00,70,11.525,38.03,2.42,212.5,257.3
AL945,2026-02-07 21:00:00+00:00,40,11.825,40.57,2.63,220.0,242.7
AL945,2026-02-07 21:07:30+00:00,80,12.125,39.21,2.45,212.5,256.6
MHJ45,2026-02-07 21:07:30+00:00,60,10.425,37.84,2.30,212.5,228.5
AL945,2026-02-07 21:15:00+00:00,70,12.075,40.00,2.47,210.0,258.2
MHJ45,2026-02-07 21:15:00+00:00,80,11.250,38.40,2.13,210.0,244.9
MHJ45,2026-02-07 21:22:30+00:00,90,11.100,36.97,2.20,207.5,250.7
AL945,2026-02-07 21:22:30+00:00,90,11.825,39.82,2.47,212.5,250.1
AL945,2026-02-07 21:30:00+00:00,90,11.625,38.67,2.40,212.5,254.4
MHJ45,2026-02-07 21:30:00+00:00,60,10.375,37.31,2.03,202.5,229.8
AL945,2026-02-07 21:37:30+00:00,0,11.500,38.31,2.42,207.5,
MHJ45,2026-02-07 21:37:30+00:00,70,10.500,35.29,,202.5,256.7
AL945,2026-02-07 21:45:00+00:00,75,11.213,37.94,2.42,205.0,247.9
MHJ45,2026-02-07 21:45:00+00:00,70,10.150,34.43,,200.0,250.5
AL945,2026-02-07 21:52:30+00:00,70,10.950,36.41,2.25,205.0,256.0
MHJ45,2026-02-07 21:52:30+00:00,90,9.875,32.97,,197.5,257.0
MHJ45,2026-02-07 22:00:00+00:00,60,8.125,30.92,,197.5,220.6
AL945,2026-02-07 22:00:00+00:00,95,10.738,36.09,2.17,141.7,246.4
MHJ45,2026-02-07 22:07:30+00:00,70,8.225,30.76,,197.5,227.9
AL945,2026-02-07 22:07:30+00:00,85,10.363,35.50,2.25,202.5,238.7
AL945,2026-02-07 22:15:00+00:00,95,10.400,35.22,2.05,205.0,250.2
MHJ45,2026-02-07 22:15:00+00:00,40,8.250,30.46,,197.5,233.1
MHJ45,2026-02-07 22:22:30+00:00,70,8.700,29.04,,197.5,264.9
AL945,2026-02-07 22:22:30+00:00,75,9.988,34.22,2.03,205.0,243.2
AL945,2026-02-07 22:30:00+00:00,60,9.950,33.17,,200.0,251.7
MHJ45,2026-02-07 22:30:00+00:00,60,8.425,28.47,,202.5,264.1
AL945,2026-02-07 22:37:30+00:00,95,9.625,32.79,,202.5,246.2
MHJ45,2026-02-07 22:37:30+00:00,70,8.250,27.46,,205.0,264.7
MHJ45,2026-02-07 22:45:00+00:00,70,8.025,26.98,,207.5,263.5
AL945,2026-02-07 22:45:00+00:00,75,9.275,31.41,,197.5,243.4
MHJ45,2026-02-07 22:52:30+00:00,50,7.725,26.44,,205.0,259.4
AL945,2026-02-07 22:52:30+00:00,60,9.150,30.00,,195.0,250.2
MHJ45,2026-02-07 23:00:00+00:00,60,7.625,25.60,,212.5,264.2
AL945,2026-02-07 23:00:00+00:00,80,8.713,29.24,,217.5,249.4
MHJ45,2026-02-07 23:07:30+00:00,70,7.625,25.93,,220.0,258.0
AL945,2026-02-07 23:07:30+00:00,60,7.800,28.05,,197.5,237.2
MHJ45,2026-02-07 23:15:00+00:00,0,13.200,32.19,,212.5,
AL945,2026-02-07 23:15:00+00:00,50,7.750,27.60,,200.0,243.1
MHJ45,2026-02-07 23:22:30+00:00,70,6.850,23.94,,220.0,250.6
AL945,2026-02-07 23:22:30+00:00,60,7.700,25.28,,207.5,259.2
MHJ45,2026-02-07 23:30:00+00:00,70,6.525,22.03,,212.5,255.7
AL945,2026-02-07 23:30:00+00:00,45,7.475,25.38,,212.5,261.9
AL945,2026-02-07 23:37:30+00:00,60,7.000,25.14,,217.5,252.6
MHJ45,2026-02-07 23:37:30+00:00,50,6.225,20.25,,217.5,275.2
AL945,2026-02-07 23:45:00+00:00,20,7.325,24.74,,245.0,265.3
MHJ45,2026-02-07 23:45:00+00:00,50,5.925,20.94,,220.0,248.5
AL945,2026-02-07 23:52:30+00:00,40,7.150,25.57,,237.5,254.7
MHJ45,2026-02-07 23:52:30+00:00,40,5.300,19.63,,215.0,236.0
AL945,2026-02-08 00:00:00+00:00,70,7.650,26.01,,225.0,266.4
MHJ45,2026-02-08 00:00:00+00:00,50,5.775,19.43,,215.0,264.9
AL945,2026-02-08 00:07:30+00:00,70,7.525,24.75,,217.5,267.6
MHJ45,2026-02-08 00:07:30+00:00,60,5.450,18.05,,212.5,264.1
MHJ45,2026-02-08 00:15:00+00:00,0,4.900,16.41,,212.5,
AL945,2026-02-08 00:15:00+00:00,70,7.400,24.57,,217.5,268.0
MHJ45,2026-02-08 00:22:30+00:00,45,4.525,15.64,,227.5,259.3
AL945,2026-02-08 00:22:30+00:00,70,7.125,24.37,,215.0,255.1
MHJ45,2026-02-08 00:30:00+00:00,0,4.875,14.22,,235.0,
AL945,2026-02-08 00:30:00+00:00,60,7.000,22.85,,220.0,275.6
MHJ45,2026-02-08 00:37:30+00:00,45,3.650,13.42,,240.0,252.6
AL945,2026-02-08 00:37:30+00:00,70,6.750,21.69,,220.0,278.7
MHJ45,2026-02-08 00:45:00+00:00,15,4.200,13.94,,247.5,278.2
AL945,2026-02-08 00:45:00+00:00,90,6.500,21.30,,217.5,274.1
AL945,2026-02-08 00:52:30+00:00,0,6.550,20.92,,205.0,
MHJ45,2026-02-08 00:52:30+00:00,60,4.075,13.99,,245.0,270.5
AL945,2026-02-08 01:00:00+00:00,0,6.450,20.98,,232.5,
MHJ45,2026-02-08 01:00:00+00:00,35,4.050,13.69,,245.0,273.0
AL945,2026-02-08 01:07:30+00:00,0,6.375,20.79,,232.5,
MHJ45,2026-02-08 01:07:30+00:00,50,4.375,13.32,,255.0,307.0
MHJ45,2026-02-08 01:15:00+00:00,15,4.200,14.06,,257.5,282.6
AL945,2026-02-08 01:15:00+00:00,60,6.075,21.91,,235.0,252.5
AL945,2026-02-08 01:22:30+00:00,0,5.725,19.69,,217.5,
MHJ45,2026-02-08 01:22:30+00:00,45,3.850,13.30,,255.0,271.8
AL945,2026-02-08 01:30:00+00:00,70,5.425,18.02,,207.5,263.3
MHJ45,2026-02-08 01:30:00+00:00,35,4.275,13.35,,250.0,290.4
AL945,2026-02-08 01:37:30+00:00,0,5.125,16.89,,222.5,
MHJ45,2026-02-08 01:37:30+00:00,50,3.650,12.07,,255.0,276.6
AL945,2026-02-08 01:45:00+00:00,70,4.675,15.51,,210.0,255.0
MHJ45,2026-02-08 01:45:00+00:00,0,11.600,30.66,,130.0,
MHJ45,2026-02-08 01:52:30+00:00,0,11.600,30.66,,127.5,
AL945,2026-02-08 01:52:30+00:00,0,4.400,13.84,,215.0,
AL945,2026-02-08 02:00:00+00:00,0,4.150,12.49,,230.0,
MHJ45,2026-02-08 02:00:00+00:00,45,3.350,11.15,,315.0,284.4
MHJ45,2026-02-08 02:07:30+00:00,15,3.500,10.77,,285.0,308.9
AL945,2026-02-08 02:07:30+00:00,50,4.225,13.20,,250.0,295.7
MHJ45,2026-02-08 02:15:00+00:00,45,3.550,10.54,,333.8,321.7
AL945,2026-02-08 02:15:00+00:00,0,4.125,12.38,,257.5,
MHJ45,2026-02-08 02:22:30+00:00,0,3.275,13.52,,142.5,
AL945,2026-02-08 02:22:30+00:00,15,4.400,13.42,,280.0,315.3
AL945,2026-02-08 02:30:00+00:00,65,4.575,13.36,,270.0,328.3
AL945,2026-02-08 02:37:30+00:00,70,4.550,13.19,,345.0,340.1
AL945,2026-02-08 02:45:00+00:00,80,4.550,13.35,,270.0,329.9
MHJ45,2026-02-08 02:45:00+00:00,15,3.500,9.91,,375.0,349.6
MHJ45,2026-02-08 02:52:30+00:00,55,3.775,10.27,,347.5,363.3
AL945,2026-02-08 02:52:30+00:00,70,4.625,13.54,,270.0,332.9
AL945,2026-02-08 03:00:00+00:00,70,4.550,13.38,,272.5,329.2
MHJ45,2026-02-08 03:00:00+00:00,0,3.375,10.07,,140.0,
AL945,2026-02-08 03:07:30+00:00,70,4.550,13.29,,272.5,326.5
MHJ45,2026-02-08 03:07:30+00:00,15,3.225,10.02,,325.0,315.7
AL945,2026-02-08 03:15:00+00:00,70,4.350,13.33,,277.5,315.6
MHJ45,2026-02-08 03:15:00+00:00,55,3.575,10.15,,340.0,340.0
AL945,2026-02-08 03:22:30+00:00,70,4.425,12.70,,277.5,333.3
MHJ45,2026-02-08 03:22:30+00:00,45,3.475,10.22,,350.0,325.9
MHJ45,2026-02-08 03:30:00+00:00,25,3.825,10.63,,457.5,340.9
AL945,2026-02-08 03:30:00+00:00,70,4.350,12.96,,277.5,318.7
AL945,2026-02-08 03:37:30+00:00,70,4.075,12.28,,280.0,317.6
MHJ45,2026-02-08 03:37:30+00:00,0,4.175,14.57,,110.0,
MHJ45,2026-02-08 03:45:00+00:00,0,4.150,15.59,,97.5,
AL945,2026-02-08 03:45:00+00:00,70,4.150,12.78,,282.5,312.9
AL945,2026-02-08 03:52:30+00:00,70,4.075,11.53,,285.0,344.9
MHJ45,2026-02-08 04:00:00+00:00,0,3.800,14.99,,105.0,
AL945,2026-02-08 04:00:00+00:00,60,4.150,11.61,,295.0,347.4
AL945,2026-02-08 04:07:30+00:00,60,3.950,11.90,,290.0,318.4
MHJ45,2026-02-08 04:07:30+00:00,45,3.375,9.36,,327.5,353.3
MHJ45,2026-02-08 04:15:00+00:00,15,3.400,9.37,,335.0,359.0
AL945,2026-02-08 04:15:00+00:00,70,4.100,12.75,,287.5,316.9
AL945,2026-02-08 04:22:30+00:00,70,3.975,11.94,,290.0,318.6
MHJ45,2026-02-08 04:22:30+00:00,40,3.375,9.45,,400.0,348.5
MHJ45,2026-02-08 04:30:00+00:00,35,3.550,9.70,,340.0,365.9
AL945,2026-02-08 04:30:00+00:00,70,4.100,11.59,,285.0,334.5
MHJ45,2026-02-08 04:37:30+00:00,70,3.400,9.50,,315.0,351.3
AL945,2026-02-08 04:37:30+00:00,70,3.875,11.62,,285.0,319.8
MHJ45,2026-02-08 04:45:00+00:00,80,3.500,9.53,,312.5,374.2
AL945,2026-02-08 04:45:00+00:00,70,3.650,11.23,,287.5,313.9
MHJ45,2026-02-08 04:52:30+00:00,70,3.425,9.53,,312.5,355.8
AL945,2026-02-08 04:52:30+00:00,40,2.800,9.76,,285.0,274.2
MHJ45,2026-02-08 05:00:00+00:00,70,3.350,9.61,,307.5,339.1
AL945,2026-02-08 05:00:00+00:00,40,3.725,12.05,,282.5,300.7
AL945,2026-02-08 05:07:30+00:00,70,3.575,10.50,,280.0,329.1
MHJ45,2026-02-08 05:07:30+00:00,70,3.350,9.29,,307.5,359.5
AL945,2026-02-08 05:15:00+00:00,70,3.550,10.49,,287.5,316.4
MHJ45,2026-02-08 05:15:00+00:00,50,3.325,9.24,,307.5,347.2
AL945,2026-02-08 05:22:30+00:00,60,3.575,10.50,,292.5,321.0
MHJ45,2026-02-08 05:22:30+00:00,60,3.250,9.32,,312.5,336.8
MHJ45,2026-02-08 05:30:00+00:00,70,3.400,9.59,,310.0,342.2
AL945,2026-02-08 05:30:00+00:00,70,3.425,10.38,,295.0,319.9
MHJ45,2026-02-08 05:37:30+00:00,70,3.325,9.14,,310.0,363.7
AL945,2026-02-08 05:37:30+00:00,70,3.425,10.18,,295.0,327.9
MHJ45,2026-02-08 05:45:00+00:00,70,3.250,9.12,,307.5,351.3
AL945,2026-02-08 05:45:00+00:00,70,3.425,9.79,,297.5,340.9
MHJ45,2026-02-08 05:52:30+00:00,80,3.375,9.51,,305.0,341.2
AL945,2026-02-08 05:52:30+00:00,70,3.450,9.81,,297.5,336.5
AL945,2026-02-08 06:00:00+00:00,70,3.375,9.79,,300.0,331.8
MHJ45,2026-02-08 06:00:00+00:00,60,3.150,9.18,,340.0,338.3
AL945,2026-02-08 06:07:30+00:00,70,3.350,9.57,,305.0,331.8
MHJ45,2026-02-08 06:07:30+00:00,70,3.050,8.68,,312.5,354.9
MHJ45,2026-02-08 06:15:00+00:00,70,3.175,8.60,,317.5,371.1
AL945,2026-02-08 06:15:00+00:00,70,3.325,9.48,,305.0,342.2
AL945,2026-02-08 06:22:30+00:00,70,3.275,9.57,,302.5,325.5
MHJ45,2026-02-08 06:22:30+00:00,70,3.125,8.39,,330.0,370.9
AL945,2026-02-08 06:30:00+00:00,70,3.325,9.40,,302.5,353.0
MHJ45,2026-02-08 06:30:00+00:00,70,3.075,8.87,,327.5,338.0
MHJ45,2026-02-08 06:37:30+00:00,90,3.050,8.59,,325.0,350.4
AL945,2026-02-08 06:37:30+00:00,70,3.300,9.30,,300.0,344.0
MHJ45,2026-02-08 06:45:00+00:00,70,3.050,8.34,,317.5,372.5
AL945,2026-02-08 06:45:00+00:00,70,3.400,9.48,,300.0,352.7
MHJ45,2026-02-08 06:52:30+00:00,70,2.775,8.48,,330.0,314.1
AL945,2026-02-08 06:52:30+00:00,70,3.275,9.26,,300.0,345.3
MHJ45,2026-02-08 07:00:00+00:00,70,2.950,8.45,,320.0,355.1
AL945,2026-02-08 07:00:00+00:00,70,3.300,9.31,,302.5,349.7
AL945,2026-02-08 07:07:30+00:00,70,3.325,9.56,,300.0,340.8
MHJ45,2026-02-08 07:07:30+00:00,70,2.975,8.69,,325.0,330.9
MHJ45,2026-02-08 07:15:00+00:00,70,2.900,8.52,,320.0,324.0
AL945,2026-02-08 07:15:00+00:00,70,3.325,9.71,,308.3,334.8
AL945,2026-02-08 07:22:30+00:00,70,3.300,10.57,,280.0,296.6
MHJ45,2026-02-08 07:22:30+00:00,70,3.025,8.51,,310.0,364.0
MHJ45,2026-02-08 07:30:00+00:00,70,2.975,8.52,,310.0,334.8
AL945,2026-02-08 07:30:00+00:00,60,3.250,10.92,,282.5,286.7
MHJ45,2026-02-08 07:37:30+00:00,70,3.175,9.02,,305.0,334.6
AL945,2026-02-08 07:37:30+00:00,70,3.175,10.71,,282.5,282.7
MHJ45,2026-02-08 07:45:00+00:00,70,3.100,8.85,,300.0,330.0
AL945,2026-02-08 07:45:00+00:00,70,3.375,10.27,,280.0,314.0
AL945,2026-02-08 07:52:30+00:00,70,3.675,11.26,,280.0,312.0
MHJ45,2026-02-08 07:52:30+00:00,70,3.250,8.81,,302.5,356.8
MHJ45,2026-02-08 08:00:00+00:00,70,3.300,8.81,,302.5,356.5
AL945,2026-02-08 08:00:00+00:00,60,3.750,11.10,,285.0,329.4
MHJ45,2026-02-08 08:07:30+00:00,70,3.100,9.05,,305.0,323.0
AL945,2026-02-08 08:07:30+00:00,70,3.700,11.16,,287.5,317.7
MHJ45,2026-02-08 08:15:00+00:00,70,3.125,8.97,,297.5,335.2
AL945,2026-02-08 08:15:00+00:00,20,3.275,10.77,,280.0,292.6
AL945,2026-02-08 08:22:30+00:00,70,3.550,11.08,,277.5,308.8
MHJ45,2026-02-08 08:22:30+00:00,70,3.025,9.17,,300.0,313.3
MHJ45,2026-02-08 08:30:00+00:00,70,3.025,8.87,,302.5,325.6
AL945,2026-02-08 08:30:00+00:00,70,3.700,11.58,,285.0,308.5
AL945,2026-02-08 08:37:30+00:00,70,3.325,10.02,,282.5,313.6
MHJ45,2026-02-08 08:37:30+00:00,70,2.925,8.72,,305.0,317.3
MHJ45,2026-02-08 08:45:00+00:00,40,3.325,9.43,,305.0,346.7
AL945,2026-02-08 08:45:00+00:00,60,3.550,10.07,,307.5,339.9
AL945,2026-02-08 08:52:30+00:00,70,3.450,10.71,,285.0,310.9
MHJ45,2026-02-08 08:52:30+00:00,70,3.900,10.95,,312.5,370.6
MHJ45,2026-02-08 09:00:00+00:00,70,3.050,8.95,,302.5,323.4
AL945,2026-02-08 09:00:00+00:00,70,3.650,11.01,,287.5,316.8
AL945,2026-02-08 09:07:30+00:00,40,3.050,10.14,,297.5,288.2
MHJ45,2026-02-08 09:07:30+00:00,20,3.100,9.09,,292.5,324.0
MHJ45,2026-02-08 09:15:00+00:00,70,4.125,11.29,,282.5,366.0
AL945,2026-02-08 09:15:00+00:00,40,2.750,9.49,,292.5,275.5
AL945,2026-02-08 09:22:30+00:00,70,3.225,9.89,,287.5,309.2
MHJ45,2026-02-08 09:22:30+00:00,40,3.250,9.62,,285.0,315.1
MHJ45,2026-02-08 09:30:00+00:00,40,3.125,9.40,,277.5,309.6
AL945,2026-02-08 09:30:00+00:00,70,3.625,10.68,,300.0,324.0
MHJ45,2026-02-08 09:37:30+00:00,40,3.175,10.19,,272.5,293.8
AL945,2026-02-08 09:37:30+00:00,70,3.450,10.65,,302.5,307.4
MHJ45,2026-02-08 09:45:00+00:00,40,3.150,9.58,,275.0,304.4
AL945,2026-02-08 09:45:00+00:00,70,3.500,11.35,,282.5,299.1
MHJ45,2026-02-08 09:52:30+00:00,70,3.925,11.54,,267.5,328.7
AL945,2026-02-08 09:52:30+00:00,60,3.400,10.18,,280.0,318.7
AL945,2026-02-08 10:00:00+00:00,40,3.675,11.49,,282.5,303.1
MHJ45,2026-02-08 10:00:00+00:00,70,3.225,11.28,,275.0,268.8
AL945,2026-02-08 10:07:30+00:00,70,3.400,10.94,,265.0,292.3
MHJ45,2026-02-08 10:07:30+00:00,0,3.750,11.84,,245.0,
MHJ45,2026-02-08 10:15:00+00:00,40,3.325,11.42,,242.5,266.9
AL945,2026-02-08 10:15:00+00:00,60,3.600,12.02,,265.0,282.2
AL945,2026-02-08 10:22:30+00:00,70,4.100,13.04,,262.5,292.6
MHJ45,2026-02-08 10:22:30+00:00,40,2.950,10.52,,232.5,251.1
AL945,2026-02-08 10:30:00+00:00,70,3.625,11.94,,247.5,279.7
MHJ45,2026-02-08 10:30:00+00:00,0,3.125,9.83,,227.5,
AL945,2026-02-08 10:37:30+00:00,70,3.575,12.32,,252.5,269.8
MHJ45,2026-02-08 10:37:30+00:00,70,3.100,10.77,,222.5,253.4
AL945,2026-02-08 10:45:00+00:00,70,3.450,11.53,,240.0,269.2
MHJ45,2026-02-08 10:45:00+00:00,70,3.125,11.14,,227.5,244.9
AL945,2026-02-08 10:52:30+00:00,45,3.725,12.67,,232.5,262.3
MHJ45,2026-02-08 10:52:30+00:00,60,3.075,11.44,,217.5,227.6
MHJ45,2026-02-08 11:00:00+00:00,70,2.900,10.38,,215.0,244.8
AL945,2026-02-08 11:00:00+00:00,0,3.500,11.34,,237.5,
AL945,2026-02-08 11:07:30+00:00,70,3.550,12.15,,235.0,265.9
MHJ45,2026-02-08 11:07:30+00:00,60,3.088,10.14,,337.9,272.7
MHJ45,2026-02-08 11:15:00+00:00,70,2.650,9.82,,240.0,240.0
AL945,2026-02-08 11:15:00+00:00,60,3.375,11.64,,227.5,253.0
AL945,2026-02-08 11:22:30+00:00,40,2.775,10.68,,230.0,230.2
MHJ45,2026-02-08 11:22:30+00:00,40,3.050,9.53,,242.5,295.5
MHJ45,2026-02-08 11:30:00+00:00,60,3.213,10.27,,300.0,265.0
AL945,2026-02-08 11:30:00+00:00,70,2.775,10.82,,240.0,233.6
AL945,2026-02-08 11:37:30+00:00,70,2.950,10.64,,237.5,247.1
MHJ45,2026-02-08 11:37:30+00:00,15,3.675,11.72,,237.5,273.9
MHJ45,2026-02-08 11:45:00+00:00,45,4.350,14.39,,235.0,252.8
AL945,2026-02-08 11:45:00+00:00,70,2.700,10.30,,232.5,229.0
AL945,2026-02-08 11:52:30+00:00,70,2.850,9.53,,242.5,263.5
MHJ45,2026-02-08 11:52:30+00:00,75,5.100,17.64,,220.0,244.7
MHJ45,2026-02-08 12:00:00+00:00,70,5.800,20.17,,212.5,236.9
AL945,2026-02-08 12:00:00+00:00,60,2.900,9.58,,230.0,266.1
AL945,2026-02-08 12:07:30+00:00,40,3.032,9.49,,352.5,276.9
MHJ45,2026-02-08 12:07:30+00:00,70,6.275,22.07,,207.5,231.0
AL945,2026-02-08 12:15:00+00:00,60,3.313,9.98,,337.5,284.8
MHJ45,2026-02-08 12:15:00+00:00,40,6.525,22.37,,200.0,234.9
AL945,2026-02-08 12:22:30+00:00,70,3.275,10.66,,242.5,269.9
MHJ45,2026-02-08 12:22:30+00:00,20,6.150,22.28,,197.5,216.6
MHJ45,2026-02-08 12:30:00+00:00,70,6.075,21.18,2.05,202.5,233.9
AL945,2026-02-08 12:30:00+00:00,70,4.100,13.35,,250.0,268.0
AL945,2026-02-08 12:37:30+00:00,40,4.375,15.60,,220.0,232.8
MHJ45,2026-02-08 12:37:30+00:00,70,6.500,22.75,2.25,207.5,233.2
MHJ45,2026-02-08 12:45:00+00:00,70,6.800,23.55,2.22,202.5,233.3
AL945,2026-02-08 12:45:00+00:00,70,4.856,17.52,,267.5,228.4
AL945,2026-02-08 12:52:30+00:00,70,5.000,17.20,,210.0,233.8
MHJ45,2026-02-08 12:52:30+00:00,70,7.200,25.85,2.38,212.5,225.5
MHJ45,2026-02-08 13:00:00+00:00,70,7.375,26.22,2.45,205.0,223.9
AL945,2026-02-08 13:00:00+00:00,40,5.300,19.34,,212.5,223.0
AL945,2026-02-08 13:07:30+00:00,60,6.025,21.03,,207.5,232.9
MHJ45,2026-02-08 13:07:30+00:00,40,7.725,27.13,2.42,145.0,231.1
MHJ45,2026-02-08 13:15:00+00:00,60,7.750,27.74,2.53,207.5,222.9
AL945,2026-02-08 13:15:00+00:00,70,6.101,21.81,2.03,207.5,221.0
AL945,2026-02-08 13:22:30+00:00,60,5.754,21.96,2.05,205.0,210.8
MHJ45,2026-02-08 13:22:30+00:00,0,8.050,27.69,2.58,207.5,
AL945,2026-02-08 13:30:00+00:00,70,6.913,24.10,2.20,240.0,234.2
MHJ45,2026-02-08 13:30:00+00:00,70,8.700,29.85,2.65,210.0,242.6
MHJ45,2026-02-08 13:37:30+00:00,70,9.313,33.40,2.53,210.0,231.3
AL945,2026-02-08 13:37:30+00:00,20,5.054,21.48,2.20,202.5,182.7
MHJ45,2026-02-08 13:45:00+00:00,70,9.300,33.46,2.75,220.0,225.1
AL945,2026-02-08 13:45:00+00:00,80,7.379,25.41,2.28,212.5,232.1
MHJ45,2026-02-08 13:52:30+00:00,70,9.188,32.63,2.60,210.0,225.0
AL945,2026-02-08 13:52:30+00:00,90,7.775,26.98,2.35,210.0,229.0
MHJ45,2026-02-08 14:00:00+00:00,70,9.338,32.57,2.58,215.0,234.8
AL945,2026-02-08 14:00:00+00:00,60,8.200,29.46,2.33,215.0,223.9
MHJ45,2026-02-08 14:07:30+00:00,50,9.338,33.13,2.78,215.0,238.4
AL945,2026-02-08 14:07:30+00:00,60,8.050,28.75,2.47,210.0,226.8
MHJ45,2026-02-08 14:15:00+00:00,40,9.350,33.20,2.90,215.0,225.1
AL945,2026-02-08 14:15:00+00:00,80,8.100,28.85,2.47,207.5,224.5
MHJ45,2026-02-08 14:22:30+00:00,0,9.375,32.74,2.95,217.5,
AL945,2026-02-08 14:22:30+00:00,40,8.175,28.38,2.55,215.0,233.1
AL945,2026-02-08 14:30:00+00:00,90,8.625,29.89,2.63,212.5,231.4
MHJ45,2026-02-08 14:30:00+00:00,70,9.250,31.49,2.97,155.0,240.0
MHJ45,2026-02-08 14:37:30+00:00,70,9.275,30.85,3.00,205.0,245.9
AL945,2026-02-08 14:37:30+00:00,70,8.738,30.25,2.70,210.0,232.8
MHJ45,2026-02-08 14:45:00+00:00,70,9.725,33.76,3.05,205.0,238.3
AL945,2026-02-08 14:45:00+00:00,80,8.431,32.14,2.72,230.0,233.0
MHJ45,2026-02-08 14:52:30+00:00,60,10.125,33.97,3.05,207.5,241.3
AL945,2026-02-08 14:52:30+00:00,40,8.738,32.34,2.80,212.5,217.2
MHJ45,2026-02-08 15:00:00+00:00,70,10.313,36.08,3.10,245.0,243.9
AL945,2026-02-08 15:00:00+00:00,40,9.775,33.34,2.83,212.5,235.8
MHJ45,2026-02-08 15:07:30+00:00,60,10.475,36.20,3.10,220.0,245.8
AL945,2026-02-08 15:07:30+00:00,65,9.944,35.41,2.85,260.0,235.4
MHJ45,2026-02-08 15:15:00+00:00,70,10.675,36.91,3.13,217.5,239.6
AL945,2026-02-08 15:15:00+00:00,70,10.125,35.41,2.75,217.5,230.6
MHJ45,2026-02-08 15:22:30+00:00,60,10.338,35.78,3.15,142.5,230.0
AL945,2026-02-08 15:22:30+00:00,40,10.613,37.13,2.88,280.0,222.8
MHJ45,2026-02-08 15:30:00+00:00,65,10.225,34.75,3.17,215.0,239.0
AL945,2026-02-08 15:30:00+00:00,90,10.475,35.71,2.85,215.0,243.9
MHJ45,2026-02-08 15:37:30+00:00,0,,,3.20,,
AL945,2026-02-08 15:37:30+00:00,40,7.500,30.53,2.97,215.0,200.2
AL945,2026-02-08 15:45:00+00:00,40,7.625,32.08,2.88,222.5,195.0
MHJ45,2026-02-08 15:45:00+00:00,60,8.675,32.79,3.13,207.5,210.9
MHJ45,2026-02-08 15:52:30+00:00,50,10.475,35.92,3.20,202.5,238.5
AL945,2026-02-08 15:52:30+00:00,40,8.500,35.15,2.97,217.5,197.2
MHJ45,2026-02-08 16:00:00+00:00,70,10.375,34.82,3.22,207.5,241.5
AL945,2026-02-08 16:00:00+00:00,45,10.563,35.73,3.08,140.0,238.1
MHJ45,2026-02-08 16:07:30+00:00,70,10.575,34.06,3.25,217.5,246.7
AL945,2026-02-08 16:07:30+00:00,60,10.507,39.26,2.83,235.0,221.9
AL945,2026-02-08 16:15:00+00:00,65,10.550,36.51,2.85,220.0,277.5
MHJ45,2026-02-08 16:15:00+00:00,70,11.000,36.10,3.10,215.0,247.4
AL945,2026-02-08 16:22:30+00:00,80,10.525,37.14,3.13,212.5,221.6
MHJ45,2026-02-08 16:22:30+00:00,70,11.100,37.50,3.17,205.0,247.6
AL945,2026-02-08 16:30:00+00:00,60,9.532,35.76,3.15,207.5,215.7
MHJ45,2026-02-08 16:30:00+00:00,90,11.350,37.32,3.03,215.0,261.2
AL945,2026-02-08 16:37:30+00:00,80,10.688,36.74,3.15,260.0,243.3
MHJ45,2026-02-08 16:37:30+00:00,70,11.600,38.58,3.15,207.5,255.8
AL945,2026-02-08 16:45:00+00:00,20,8.725,34.30,3.17,212.5,206.5
MHJ45,2026-02-08 16:45:00+00:00,70,11.575,39.71,3.15,205.0,249.4
MHJ45,2026-02-08 16:52:30+00:00,70,11.225,38.68,3.15,220.0,237.7
AL945,2026-02-08 16:52:30+00:00,0,11.000,39.13,3.17,297.5,
AL945,2026-02-08 17:00:00+00:00,45,8.875,36.29,3.20,217.5,199.7
MHJ45,2026-02-08 17:00:00+00:00,70,11.075,38.51,3.08,220.0,238.4
