station_id,time,cs,fof2,hmF2,foE,MUFD,hF2
MHJ45,2026-02-17 06:30:00+00:00,70,3.525,11.03,,280.0,305.6
AL945,2026-02-17 06:30:00+00:00,70,3.250,9.73,,287.5,318.8
MHJ45,2026-02-17 06:37:30+00:00,60,3.625,11.13,,280.0,311.0
AL945,2026-02-17 06:37:30+00:00,70,3.275,9.93,,292.5,315.8
MHJ45,2026-02-17 06:45:00+00:00,70,3.625,11.04,,275.0,309.4
AL945,2026-02-17 06:45:00+00:00,70,3.075,9.39,,292.5,314.4
AL945,2026-02-17 06:52:30+00:00,60,2.950,9.31,,287.5,298.6
MHJ45,2026-02-17 06:52:30+00:00,70,3.625,11.19,,277.5,312.9
MHJ45,2026-02-17 07:00:00+00:00,70,3.650,10.95,,282.5,318.4
AL945,2026-02-17 07:00:00+00:00,50,2.950,8.58,,297.5,339.7
MHJ45,2026-02-17 07:07:30+00:00,60,3.325,10.67,,280.0,298.5
AL945,2026-02-17 07:07:30+00:00,70,2.875,8.94,,307.5,306.0
MHJ45,2026-02-17 07:15:00+00:00,60,3.500,10.59,,282.5,319.8
AL945,2026-02-17 07:15:00+00:00,70,2.825,8.70,,297.5,308.7
AL945,2026-02-17 07:22:30+00:00,70,2.750,8.30,,317.5,312.8
MHJ45,2026-02-17 07:22:30+00:00,70,3.575,10.76,,282.5,321.0
MHJ45,2026-02-17 07:30:00+00:00,40,3.325,10.45,,287.5,307.1
AL945,2026-02-17 07:30:00+00:00,70,2.875,8.88,,300.0,305.8
MHJ45,2026-02-17 07:37:30+00:00,60,3.550,10.56,,287.5,321.4
AL945,2026-02-17 07:37:30+00:00,70,2.850,8.50,,305.0,321.9
MHJ45,2026-02-17 07:45:00+00:00,60,3.150,9.98,,295.0,308.7
AL945,2026-02-17 07:45:00+00:00,40,2.650,8.64,,302.5,294.1
AL945,2026-02-17 07:52:30+00:00,60,2.800,8.73,,305.0,301.4
MHJ45,2026-02-17 07:52:30+00:00,40,3.200,9.49,,300.0,324.5
MHJ45,2026-02-17 08:00:00+00:00,70,3.550,10.45,,300.0,324.4
AL945,2026-02-17 08:00:00+00:00,70,2.750,8.77,,300.0,295.8
AL945,2026-02-17 08:07:30+00:00,70,2.600,8.53,,302.5,289.2
MHJ45,2026-02-17 08:07:30+00:00,60,3.300,10.46,,292.5,306.2
MHJ45,2026-02-17 08:15:00+00:00,40,2.925,9.76,,282.5,283.4
AL945,2026-02-17 08:15:00+00:00,60,2.950,8.52,,300.0,338.3
MHJ45,2026-02-17 08:22:30+00:00,70,3.750,11.47,,272.5,314.2
AL945,2026-02-17 08:22:30+00:00,70,2.750,8.45,,317.5,309.2
MHJ45,2026-02-17 08:30:00+00:00,70,3.200,10.94,,265.0,275.5
AL945,2026-02-17 08:30:00+00:00,70,2.575,7.83,,307.5,308.9
MHJ45,2026-02-17 08:37:30+00:00,70,3.275,10.44,,262.5,289.7
AL945,2026-02-17 08:37:30+00:00,70,2.550,7.56,,342.5,320.8
MHJ45,2026-02-17 08:45:00+00:00,40,3.125,10.35,,267.5,281.9
AL945,2026-02-17 08:45:00+00:00,70,2.475,7.28,,327.5,325.2
MHJ45,2026-02-17 08:52:30+00:00,60,3.225,10.10,,270.0,297.4
AL945,2026-02-17 09:00:00+00:00,70,2.400,6.71,,382.5,345.5
MHJ45,2026-02-17 09:00:00+00:00,70,3.200,10.47,,277.5,292.9
AL945,2026-02-17 09:07:30+00:00,70,2.250,6.46,,392.5,330.1
MHJ45,2026-02-17 09:07:30+00:00,60,3.175,8.53,,272.5,355.8
AL945,2026-02-17 09:15:00+00:00,70,2.500,6.34,,425.0,382.3
MHJ45,2026-02-17 09:15:00+00:00,40,2.725,7.96,,330.0,329.6
AL945,2026-02-17 09:22:30+00:00,70,2.150,6.38,,397.5,306.8
MHJ45,2026-02-17 09:22:30+00:00,70,2.975,8.08,,367.5,368.0
AL945,2026-02-17 09:30:00+00:00,70,2.225,5.30,,567.5,387.5
MHJ45,2026-02-17 09:30:00+00:00,60,2.650,7.76,,385.0,342.2
MHJ45,2026-02-17 09:37:30+00:00,70,2.325,7.59,,312.5,286.1
AL945,2026-02-17 09:37:30+00:00,60,2.250,6.23,,447.5,351.8
MHJ45,2026-02-17 09:45:00+00:00,60,2.575,7.41,,367.5,336.6
AL945,2026-02-17 09:45:00+00:00,70,2.175,5.49,,487.5,369.6
MHJ45,2026-02-17 09:52:30+00:00,20,2.325,7.50,,317.5,300.7
AL945,2026-02-17 09:52:30+00:00,90,2.275,5.66,,512.5,386.3
AL945,2026-02-17 10:00:00+00:00,90,2.350,6.01,,460.0,375.2
MHJ45,2026-02-17 10:07:30+00:00,50,2.450,6.58,,445.0,398.5
AL945,2026-02-17 10:07:30+00:00,40,2.200,5.54,,484.6,380.6
MHJ45,2026-02-17 10:15:00+00:00,70,2.650,6.45,,390.0,423.3
AL945,2026-02-17 10:15:00+00:00,65,2.150,4.65,,675.0,432.9
AL945,2026-02-17 10:22:30+00:00,60,2.150,5.69,,490.0,346.6
MHJ45,2026-02-17 10:22:30+00:00,20,2.475,6.11,,490.0,426.1
MHJ45,2026-02-17 10:30:00+00:00,70,2.700,7.22,,402.5,369.2
MHJ45,2026-02-17 10:37:30+00:00,70,2.425,6.86,,367.5,340.5
MHJ45,2026-02-17 10:45:00+00:00,40,2.350,6.92,,370.0,307.1
MHJ45,2026-02-17 10:52:30+00:00,40,2.401,6.99,,385.0,285.2
MHJ45,2026-02-17 11:00:00+00:00,60,2.925,8.11,,327.5,342.2
MHJ45,2026-02-17 11:07:30+00:00,70,2.625,8.06,,292.5,288.9
MHJ45,2026-02-17 11:15:00+00:00,70,2.975,9.02,,275.0,308.7
MHJ45,2026-02-17 11:22:30+00:00,70,3.288,10.69,,275.0,272.6
AL945,2026-02-17 11:22:30+00:00,90,2.125,5.43,,525.0,341.9
MHJ45,2026-02-17 11:30:00+00:00,80,3.750,12.06,,252.5,278.4
MHJ45,2026-02-17 11:37:30+00:00,70,4.350,14.06,,242.5,265.5
AL945,2026-02-17 11:37:30+00:00,90,2.200,4.84,,657.5,410.2
MHJ45,2026-02-17 11:45:00+00:00,70,4.900,16.02,,237.5,256.9
MHJ45,2026-02-17 11:52:30+00:00,40,5.250,18.88,,235.0,234.5
AL945,2026-02-17 11:52:30+00:00,60,2.400,6.70,,412.5,320.7
AL945,2026-02-17 12:00:00+00:00,60,2.525,8.04,,313.8,272.4
MHJ45,2026-02-17 12:00:00+00:00,90,5.875,20.88,,227.5,234.8
MHJ45,2026-02-17 12:07:30+00:00,70,6.325,22.57,,222.5,234.9
AL945,2026-02-17 12:07:30+00:00,40,2.775,9.22,,275.0,257.6
AL945,2026-02-17 12:15:00+00:00,70,3.250,11.10,,247.5,249.3
MHJ45,2026-02-17 12:15:00+00:00,70,6.700,23.89,,222.5,239.7
MHJ45,2026-02-17 12:22:30+00:00,70,7.075,25.36,,220.0,233.1
AL945,2026-02-17 12:22:30+00:00,70,3.575,12.80,,237.5,235.2
MHJ45,2026-02-17 12:30:00+00:00,70,7.325,26.75,2.05,217.5,229.5
AL945,2026-02-17 12:30:00+00:00,80,4.263,14.93,,270.0,237.5
AL945,2026-02-17 12:37:30+00:00,90,4.700,16.70,,225.0,236.3
MHJ45,2026-02-17 12:37:30+00:00,70,7.400,27.09,2.13,212.5,227.7
AL945,2026-02-17 12:45:00+00:00,90,5.175,18.40,,220.0,230.3
MHJ45,2026-02-17 12:45:00+00:00,70,7.425,26.46,2.33,210.0,227.5
MHJ45,2026-02-17 12:52:30+00:00,70,7.575,27.15,2.22,212.5,226.4
AL945,2026-02-17 12:52:30+00:00,90,5.463,19.84,,262.5,231.0
MHJ45,2026-02-17 13:00:00+00:00,70,7.582,27.69,2.53,210.0,219.2
AL945,2026-02-17 13:00:00+00:00,90,5.700,21.03,,212.5,223.0
AL945,2026-02-17 13:07:30+00:00,80,6.013,21.01,2.05,217.5,226.2
MHJ45,2026-02-17 13:07:30+00:00,70,7.400,27.05,2.53,210.0,218.1
MHJ45,2026-02-17 13:15:00+00:00,70,7.250,26.24,2.55,205.0,219.9
AL945,2026-02-17 13:15:00+00:00,90,6.282,22.27,2.15,217.5,224.1
MHJ45,2026-02-17 13:22:30+00:00,70,7.325,26.22,2.53,200.0,221.0
AL945,2026-02-17 13:22:30+00:00,40,5.625,22.59,2.17,212.5,196.8
AL945,2026-02-17 13:30:00+00:00,20,5.788,22.62,2.17,200.0,201.3
MHJ45,2026-02-17 13:30:00+00:00,70,7.579,26.39,2.53,215.0,234.5
MHJ45,2026-02-17 13:37:30+00:00,70,7.838,26.84,2.53,298.8,216.3
AL945,2026-02-17 13:37:30+00:00,90,6.850,24.75,2.25,217.5,222.2
AL945,2026-02-17 13:45:00+00:00,90,6.900,24.91,2.30,215.0,219.0
MHJ45,2026-02-17 13:45:00+00:00,90,7.750,27.22,2.75,200.0,226.4
MHJ45,2026-02-17 13:52:30+00:00,80,7.863,27.00,2.85,200.0,226.4
AL945,2026-02-17 13:52:30+00:00,70,6.800,23.90,2.35,210.0,227.7
MHJ45,2026-02-17 14:00:00+00:00,70,8.000,27.05,2.78,192.5,240.0
AL945,2026-02-17 14:00:00+00:00,20,7.025,25.13,2.35,210.0,219.4
AL945,2026-02-17 14:07:30+00:00,90,7.125,25.32,2.47,207.5,227.2
MHJ45,2026-02-17 14:07:30+00:00,70,8.207,28.12,2.92,192.5,232.2
AL945,2026-02-17 14:15:00+00:00,90,7.038,24.73,2.63,290.0,223.6
MHJ45,2026-02-17 14:15:00+00:00,60,7.302,28.42,2.97,195.0,203.5
AL945,2026-02-17 14:22:30+00:00,90,7.379,25.98,2.70,205.0,225.2
MHJ45,2026-02-17 14:22:30+00:00,80,8.475,28.86,3.00,195.0,234.6
MHJ45,2026-02-17 14:30:00+00:00,70,8.788,29.91,3.03,227.5,237.3
AL945,2026-02-17 14:30:00+00:00,90,7.750,27.19,2.63,205.0,229.9
AL945,2026-02-17 14:37:30+00:00,90,7.813,27.46,2.72,207.5,227.4
MHJ45,2026-02-17 14:37:30+00:00,60,9.075,31.25,3.05,225.0,232.5
MHJ45,2026-02-17 14:45:00+00:00,70,9.125,31.40,3.08,197.5,241.9
AL945,2026-02-17 14:45:00+00:00,60,7.863,27.18,2.78,202.5,230.4
AL945,2026-02-17 14:52:30+00:00,80,8.000,28.03,2.80,200.0,226.7
MHJ45,2026-02-17 14:52:30+00:00,75,9.075,31.10,3.10,200.0,237.7
MHJ45,2026-02-17 15:00:00+00:00,50,9.257,32.01,3.08,230.0,234.1
AL945,2026-02-17 15:00:00+00:00,90,8.125,28.59,2.83,205.0,228.2
MHJ45,2026-02-17 15:07:30+00:00,70,9.100,31.67,3.15,195.0,233.3
AL945,2026-02-17 15:07:30+00:00,90,8.213,28.08,2.80,230.0,236.4
AL945,2026-02-17 15:15:00+00:00,80,8.213,29.08,2.85,225.0,224.3
MHJ45,2026-02-17 15:15:00+00:00,70,9.150,31.15,3.13,200.0,244.4
MHJ45,2026-02-17 15:22:30+00:00,70,9.175,31.52,3.10,200.0,232.1
AL945,2026-02-17 15:22:30+00:00,90,8.225,28.84,2.83,202.5,231.1
MHJ45,2026-02-17 15:30:00+00:00,70,9.300,32.26,3.05,215.0,236.1
AL945,2026-02-17 15:30:00+00:00,90,8.125,27.99,2.88,195.0,231.3
MHJ45,2026-02-17 15:37:30+00:00,75,9.100,31.03,3.08,202.5,241.7
AL945,2026-02-17 15:37:30+00:00,80,8.175,27.83,2.80,187.5,231.6
MHJ45,2026-02-17 15:45:00+00:00,70,9.150,30.50,3.10,200.0,242.0
AL945,2026-02-17 15:45:00+00:00,80,8.388,28.91,2.85,237.5,236.0
MHJ45,2026-02-17 15:52:30+00:00,40,8.000,29.92,3.13,197.5,210.3
AL945,2026-02-17 15:52:30+00:00,80,8.275,28.73,2.83,190.0,228.8
AL945,2026-02-17 16:00:00+00:00,65,8.350,28.96,2.92,201.3,227.9
MHJ45,2026-02-17 16:00:00+00:00,70,9.100,31.86,3.15,192.5,229.7
MHJ45,2026-02-17 16:07:30+00:00,70,8.825,31.05,3.17,185.0,227.8
AL945,2026-02-17 16:07:30+00:00,90,8.100,28.03,3.03,187.5,225.5
MHJ45,2026-02-17 16:15:00+00:00,70,8.625,29.30,3.15,217.5,236.9
AL945,2026-02-17 16:15:00+00:00,70,7.788,27.76,2.88,252.5,218.8
MHJ45,2026-02-17 16:22:30+00:00,60,8.475,28.22,3.13,207.5,237.6
AL945,2026-02-17 16:22:30+00:00,85,8.313,28.14,3.00,147.5,233.5
MHJ45,2026-02-17 16:30:00+00:00,90,8.457,28.41,3.17,235.0,232.8
AL945,2026-02-17 16:30:00+00:00,80,8.350,28.10,3.03,197.5,242.0
AL945,2026-02-17 16:37:30+00:00,60,8.300,27.86,3.10,187.5,238.2
MHJ45,2026-02-17 16:37:30+00:00,70,8.500,28.06,3.13,195.0,245.9
MHJ45,2026-02-17 16:45:00+00:00,90,8.500,27.41,3.08,217.5,245.9
AL945,2026-02-17 16:45:00+00:00,95,8.275,27.60,3.05,192.5,240.5
MHJ45,2026-02-17 16:52:30+00:00,90,8.650,28.57,3.15,215.0,245.9
AL945,2026-02-17 16:52:30+00:00,65,8.275,27.50,3.15,192.5,239.4
AL945,2026-02-17 17:00:00+00:00,85,8.438,27.53,3.20,217.5,247.7
MHJ45,2026-02-17 17:00:00+00:00,50,8.813,29.00,3.08,242.5,249.0
MHJ45,2026-02-17 17:07:30+00:00,90,8.775,29.19,3.05,227.5,239.9
AL945,2026-02-17 17:07:30+00:00,65,8.363,28.12,3.25,205.0,234.3
MHJ45,2026-02-17 17:15:00+00:00,60,9.113,29.70,3.08,260.0,247.5
AL945,2026-02-17 17:15:00+00:00,60,8.375,28.39,2.97,205.0,233.3
MHJ45,2026-02-17 17:22:30+00:00,40,8.625,30.06,3.13,207.5,228.7
AL945,2026-02-17 17:22:30+00:00,60,8.800,29.18,3.05,207.5,241.2
AL945,2026-02-17 17:30:00+00:00,40,8.425,29.30,3.03,202.5,227.9
MHJ45,2026-02-17 17:30:00+00:00,70,9.125,30.02,3.20,207.5,256.2
AL945,2026-02-17 17:37:30+00:00,70,8.350,28.33,2.85,212.5,230.5
MHJ45,2026-02-17 17:37:30+00:00,60,9.113,30.01,3.00,237.5,249.3
AL945,2026-02-17 17:45:00+00:00,80,8.350,27.05,3.05,212.5,248.4
MHJ45,2026-02-17 17:45:00+00:00,70,8.875,28.78,3.25,212.5,251.0
AL945,2026-02-17 17:52:30+00:00,75,8.025,27.00,3.28,220.0,227.7
MHJ45,2026-02-17 17:52:30+00:00,90,9.200,29.18,3.22,225.0,254.3
AL945,2026-02-17 18:00:00+00:00,90,8.263,28.14,3.25,200.0,233.7
MHJ45,2026-02-17 18:00:00+00:00,60,9.325,29.79,3.13,220.0,253.9
AL945,2026-02-17 18:07:30+00:00,75,8.838,29.09,3.05,280.0,246.4
MHJ45,2026-02-17 18:07:30+00:00,70,9.250,31.04,3.15,217.5,241.4
MHJ45,2026-02-17 18:15:00+00:00,50,9.175,30.12,3.13,217.5,253.8
AL945,2026-02-17 18:15:00+00:00,60,7.675,28.45,3.05,202.5,215.7
MHJ45,2026-02-17 18:22:30+00:00,70,9.150,29.83,3.00,210.0,254.9
AL945,2026-02-17 18:22:30+00:00,40,8.157,29.69,2.78,230.0,223.5
AL945,2026-02-17 18:30:00+00:00,80,9.025,29.49,2.83,195.0,247.6
MHJ45,2026-02-17 18:30:00+00:00,70,9.150,30.20,3.10,212.5,251.9
MHJ45,2026-02-17 18:37:30+00:00,60,9.000,29.93,3.00,210.0,243.7
AL945,2026-02-17 18:37:30+00:00,65,8.650,29.37,2.97,207.5,235.9
AL945,2026-02-17 18:45:00+00:00,70,7.900,28.55,3.03,215.0,218.7
MHJ45,2026-02-17 18:45:00+00:00,40,8.775,28.64,2.95,212.5,249.6
MHJ45,2026-02-17 18:52:30+00:00,90,8.775,27.75,2.92,225.0,255.0
AL945,2026-02-17 18:52:30+00:00,80,8.375,28.17,2.85,210.0,233.0
MHJ45,2026-02-17 19:00:00+00:00,80,9.125,29.03,2.97,220.0,253.5
AL945,2026-02-17 19:00:00+00:00,40,8.351,29.05,3.20,212.5,230.5
AL945,2026-02-17 19:07:30+00:00,65,9.000,29.18,3.17,207.5,250.5
MHJ45,2026-02-17 19:07:30+00:00,90,9.275,29.66,3.10,225.0,258.8
MHJ45,2026-02-17 19:15:00+00:00,60,9.288,30.40,3.08,325.0,233.4
AL945,2026-02-17 19:15:00+00:00,80,8.913,28.60,3.17,351.3,232.5
MHJ45,2026-02-17 19:22:30+00:00,40,8.350,30.77,3.03,245.0,210.5
AL945,2026-02-17 19:22:30+00:00,40,8.413,29.40,3.08,237.5,231.1
AL945,2026-02-17 19:30:00+00:00,65,9.213,29.66,3.17,225.0,249.7
MHJ45,2026-02-17 19:30:00+00:00,70,9.175,29.71,2.95,210.0,263.7
MHJ45,2026-02-17 19:37:30+00:00,40,9.138,29.91,2.85,340.0,235.8
AL945,2026-02-17 19:37:30+00:00,40,8.550,29.58,3.10,200.0,231.0
MHJ45,2026-02-17 19:45:00+00:00,0,9.175,30.31,2.83,322.5,
AL945,2026-02-17 19:45:00+00:00,80,8.438,29.01,3.05,217.5,230.6
AL945,2026-02-17 19:52:30+00:00,85,9.125,29.85,3.10,202.5,247.6
MHJ45,2026-02-17 19:52:30+00:00,40,8.150,31.11,2.83,212.5,218.3
AL945,2026-02-17 20:00:00+00:00,80,9.138,29.75,3.08,197.5,249.9
MHJ45,2026-02-17 20:00:00+00:00,50,9.075,30.29,,222.5,250.8
AL945,2026-02-17 20:07:30+00:00,65,9.163,29.50,3.05,197.5,252.7
MHJ45,2026-02-17 20:07:30+00:00,50,8.800,29.14,2.70,225.0,246.4
AL945,2026-02-17 20:15:00+00:00,85,9.113,29.09,3.03,225.0,257.1
MHJ45,2026-02-17 20:15:00+00:00,90,8.813,29.02,2.63,250.0,249.1
AL945,2026-02-17 20:22:30+00:00,65,8.713,28.62,3.00,147.5,242.6
MHJ45,2026-02-17 20:22:30+00:00,70,9.075,29.63,2.55,222.5,250.5
MHJ45,2026-02-17 20:30:00+00:00,90,8.888,30.12,2.53,262.5,249.9
AL945,2026-02-17 20:30:00+00:00,65,9.050,28.97,2.83,210.0,253.5
MHJ45,2026-02-17 20:37:30+00:00,40,6.888,26.95,2.50,140.0,204.8
AL945,2026-02-17 20:37:30+00:00,65,9.038,29.18,2.88,215.0,256.5
AL945,2026-02-17 20:45:00+00:00,20,8.638,28.88,2.88,215.0,241.3
MHJ45,2026-02-17 20:45:00+00:00,70,8.738,29.13,2.58,307.5,228.9
MHJ45,2026-02-17 20:52:30+00:00,90,8.700,28.55,2.38,217.5,259.4
AL945,2026-02-17 20:52:30+00:00,80,9.075,29.27,2.83,220.0,250.0
MHJ45,2026-02-17 21:00:00+00:00,90,8.625,28.88,2.53,227.5,247.1
AL945,2026-02-17 21:00:00+00:00,60,9.100,30.34,2.75,215.0,246.4
MHJ45,2026-02-17 21:07:30+00:00,70,8.757,28.55,2.40,290.0,255.3
AL945,2026-02-17 21:07:30+00:00,60,9.213,29.55,2.67,212.5,259.3
AL945,2026-02-17 21:15:00+00:00,80,9.263,30.75,2.65,230.0,250.5
MHJ45,2026-02-17 21:15:00+00:00,60,8.825,29.05,2.22,230.0,253.1
AL945,2026-02-17 21:22:30+00:00,60,9.188,30.11,2.67,225.0,248.4
MHJ45,2026-02-17 21:22:30+00:00,70,8.600,29.31,2.35,222.5,242.3
MHJ45,2026-02-17 21:30:00+00:00,70,8.738,29.13,2.22,227.5,250.4
AL945,2026-02-17 21:30:00+00:00,60,9.113,30.00,2.58,215.0,246.2
MHJ45,2026-02-17 21:37:30+00:00,90,8.725,30.12,2.05,222.5,250.1
AL945,2026-02-17 21:37:30+00:00,60,8.963,29.25,2.47,222.5,250.7
AL945,2026-02-17 21:45:00+00:00,80,8.900,30.63,2.38,222.5,241.1
MHJ45,2026-02-17 21:45:00+00:00,60,8.713,28.91,,227.5,257.8
AL945,2026-02-17 21:52:30+00:00,90,8.663,29.00,2.30,222.5,242.4
MHJ45,2026-02-17 21:52:30+00:00,70,8.350,27.92,,212.5,261.7
MHJ45,2026-02-17 22:00:00+00:00,60,8.275,27.86,,212.5,263.0
AL945,2026-02-17 22:00:00+00:00,75,8.700,29.31,2.22,220.0,245.0
MHJ45,2026-02-17 22:07:30+00:00,70,8.200,27.27,,215.0,259.3
AL945,2026-02-17 22:07:30+00:00,40,8.450,29.35,2.22,217.5,236.0
MHJ45,2026-02-17 22:15:00+00:00,50,7.925,26.43,,212.5,247.8
AL945,2026-02-17 22:15:00+00:00,70,8.675,29.11,2.03,217.5,248.4
AL945,2026-02-17 22:22:30+00:00,40,7.975,28.96,,215.0,232.2
MHJ45,2026-02-17 22:22:30+00:00,70,7.975,25.93,,210.0,270.7
MHJ45,2026-02-17 22:30:00+00:00,40,7.750,25.41,,210.0,259.1
AL945,2026-02-17 22:30:00+00:00,20,8.125,29.37,,217.5,235.3
AL945,2026-02-17 22:37:30+00:00,60,8.200,29.50,,220.0,236.9
MHJ45,2026-02-17 22:37:30+00:00,70,7.925,25.27,,217.5,273.0
MHJ45,2026-02-17 22:45:00+00:00,60,7.725,25.14,,217.5,266.2
AL945,2026-02-17 22:45:00+00:00,40,8.225,29.45,,215.0,236.2
MHJ45,2026-02-17 22:52:30+00:00,70,7.650,25.44,,207.5,266.7
AL945,2026-02-17 22:52:30+00:00,60,8.350,28.68,,212.5,245.3
MHJ45,2026-02-17 23:00:00+00:00,50,6.875,24.39,,230.0,256.2
AL945,2026-02-17 23:00:00+00:00,90,8.425,28.23,,212.5,256.3
AL945,2026-02-17 23:07:30+00:00,70,8.275,27.44,,210.0,251.9
MHJ45,2026-02-17 23:07:30+00:00,40,6.750,22.71,,220.0,263.8
AL945,2026-02-17 23:15:00+00:00,80,8.325,27.84,,210.0,258.2
MHJ45,2026-02-17 23:15:00+00:00,50,6.300,22.91,,222.5,252.0
AL945,2026-02-17 23:22:30+00:00,90,8.275,27.82,,212.5,265.8
MHJ45,2026-02-17 23:22:30+00:00,40,6.650,24.10,,247.5,258.9
MHJ45,2026-02-17 23:30:00+00:00,70,7.825,25.32,,225.0,288.6
AL945,2026-02-17 23:30:00+00:00,90,8.125,27.03,,210.0,261.6
AL945,2026-02-17 23:37:30+00:00,90,7.825,26.38,,207.5,254.1
MHJ45,2026-02-17 23:37:30+00:00,50,7.775,25.60,,225.0,290.6
AL945,2026-02-17 23:45:00+00:00,80,7.875,25.80,,207.5,264.9
MHJ45,2026-02-17 23:45:00+00:00,20,4.625,18.71,,220.0,224.9
AL945,2026-02-17 23:52:30+00:00,90,7.625,25.17,,207.5,269.5
MHJ45,2026-02-17 23:52:30+00:00,0,12.675,30.45,,222.5,
AL945,2026-02-18 00:00:00+00:00,70,7.375,24.28,,207.5,268.9
MHJ45,2026-02-18 00:00:00+00:00,0,12.400,30.03,,212.5,
AL945,2026-02-18 00:07:30+00:00,70,7.250,23.94,,207.5,273.0
MHJ45,2026-02-18 00:07:30+00:00,20,6.975,23.47,,222.5,265.2
MHJ45,2026-02-18 00:15:00+00:00,60,6.725,22.79,,222.5,264.3
AL945,2026-02-18 00:15:00+00:00,70,7.050,23.74,,210.0,265.3
AL945,2026-02-18 00:22:30+00:00,70,6.975,22.90,,212.5,269.5
MHJ45,2026-02-18 00:22:30+00:00,50,6.450,21.16,,215.0,266.1
AL945,2026-02-18 00:30:00+00:00,70,6.850,22.29,,215.0,278.3
MHJ45,2026-02-18 00:30:00+00:00,50,6.425,21.07,,215.0,273.1
MHJ45,2026-02-18 00:37:30+00:00,70,6.300,20.37,,220.0,283.4
AL945,2026-02-18 00:37:30+00:00,70,6.600,21.89,,217.5,266.5
MHJ45,2026-02-18 00:45:00+00:00,20,5.525,19.60,,227.5,259.6
AL945,2026-02-18 00:45:00+00:00,70,6.275,22.11,,217.5,252.6
MHJ45,2026-02-18 00:52:30+00:00,70,5.850,18.80,,230.0,284.2
AL945,2026-02-18 00:52:30+00:00,40,6.300,22.03,,217.5,260.0
MHJ45,2026-02-18 01:00:00+00:00,60,5.800,18.61,,235.0,283.2
AL945,2026-02-18 01:00:00+00:00,0,6.175,19.25,,217.5,
AL945,2026-02-18 01:07:30+00:00,70,6.100,20.50,,225.0,274.2
MHJ45,2026-02-18 01:07:30+00:00,50,5.675,17.95,,235.0,294.9
AL945,2026-02-18 01:15:00+00:00,80,6.050,19.77,,222.5,280.0
MHJ45,2026-02-18 01:15:00+00:00,60,5.950,18.25,,240.0,299.6
AL945,2026-02-18 01:22:30+00:00,20,5.975,18.98,,222.5,284.4
MHJ45,2026-02-18 01:22:30+00:00,40,4.775,17.01,,235.0,259.6
AL945,2026-02-18 01:30:00+00:00,40,5.100,18.78,,222.5,246.8
MHJ45,2026-02-18 01:30:00+00:00,70,5.475,17.48,,232.5,290.4
MHJ45,2026-02-18 01:37:30+00:00,70,5.325,17.55,,232.5,279.4
AL945,2026-02-18 01:37:30+00:00,90,5.775,18.47,,222.5,284.0
AL945,2026-02-18 01:45:00+00:00,90,5.700,18.54,,222.5,286.8
MHJ45,2026-02-18 01:45:00+00:00,60,5.375,17.17,,230.0,292.3
AL945,2026-02-18 01:52:30+00:00,80,5.650,17.91,,225.0,282.9
MHJ45,2026-02-18 01:52:30+00:00,70,5.300,16.97,,232.5,293.9
AL945,2026-02-18 02:00:00+00:00,90,5.375,17.90,,227.5,267.7
MHJ45,2026-02-18 02:00:00+00:00,60,5.200,16.63,,230.0,285.9
MHJ45,2026-02-18 02:07:30+00:00,70,5.100,16.26,,235.0,287.8
AL945,2026-02-18 02:07:30+00:00,90,5.300,16.65,,230.0,292.3
MHJ45,2026-02-18 02:15:00+00:00,70,5.150,15.89,,237.5,302.8
AL945,2026-02-18 02:15:00+00:00,90,5.150,16.45,,230.0,282.0
MHJ45,2026-02-18 02:22:30+00:00,70,4.950,15.83,,242.5,284.1
AL945,2026-02-18 02:22:30+00:00,80,4.950,16.20,,232.5,277.2
MHJ45,2026-02-18 02:30:00+00:00,80,4.750,15.30,,245.0,291.8
AL945,2026-02-18 02:30:00+00:00,90,4.825,15.28,,237.5,296.5
MHJ45,2026-02-18 02:37:30+00:00,80,4.750,14.42,,250.0,305.7
AL945,2026-02-18 02:37:30+00:00,60,5.050,15.27,,240.0,293.4
MHJ45,2026-02-18 02:45:00+00:00,70,4.725,14.22,,255.0,306.3
AL945,2026-02-18 02:45:00+00:00,60,4.750,14.60,,242.5,306.4
MHJ45,2026-02-18 02:52:30+00:00,80,4.525,13.50,,262.5,310.8
AL945,2026-02-18 02:52:30+00:00,90,4.700,14.54,,245.0,294.0
MHJ45,2026-02-18 03:00:00+00:00,70,4.600,13.55,,262.5,325.6
AL945,2026-02-18 03:00:00+00:00,60,4.750,14.50,,252.5,307.4
AL945,2026-02-18 03:07:30+00:00,90,4.750,15.02,,265.0,303.0
MHJ45,2026-02-18 03:07:30+00:00,80,4.450,13.38,,257.5,317.7
MHJ45,2026-02-18 03:15:00+00:00,40,4.075,13.15,,270.0,293.3
AL945,2026-02-18 03:15:00+00:00,90,4.600,14.39,,252.5,296.5
MHJ45,2026-02-18 03:22:30+00:00,60,4.325,13.73,,257.5,298.7
AL945,2026-02-18 03:22:30+00:00,80,4.700,14.37,,252.5,305.0
MHJ45,2026-02-18 03:30:00+00:00,80,4.400,13.10,,252.5,310.1
AL945,2026-02-18 03:30:00+00:00,90,4.600,14.26,,252.5,307.6
MHJ45,2026-02-18 03:37:30+00:00,80,4.400,12.94,,255.0,318.6
AL945,2026-02-18 03:37:30+00:00,80,4.625,14.66,,252.5,297.0
AL945,2026-02-18 03:45:00+00:00,80,4.725,14.98,,252.5,294.2
