utc_times,frequencies_Hz,virtual_heights_km,echo_detected
2026-03-01 00:01:43,7000000,308.5232041963627,True
2026-03-01 00:01:48,7025000,301.6159682815188,True
2026-03-01 00:01:53,7050000,330.0123825980994,True
2026-03-01 00:01:58,3525000,,False
2026-03-01 00:02:04,3550000,,False
2026-03-01 00:02:09,3575000,257.1026701636356,True
2026-03-01 00:07:14,7000000,296.2436736810846,True
2026-03-01 00:07:19,7025000,,False
2026-03-01 00:07:24,7050000,280.89426053698696,True
2026-03-01 00:07:30,3525000,,False
2026-03-01 00:07:35,3550000,,False
2026-03-01 00:07:40,3575000,,False
2026-03-01 00:12:45,7000000,300.081026967109,True
2026-03-01 00:12:50,7025000,359.176267571885,True
2026-03-01 00:12:55,7050000,,False
2026-03-01 00:13:01,3525000,,False
2026-03-01 00:13:06,3550000,,False
2026-03-01 00:13:11,3575000,251.73037556320145,True
2026-03-01 00:18:16,7000000,,False
2026-03-01 00:18:21,7025000,,False
2026-03-01 00:18:27,7050000,304.68585091033833,True
2026-03-01 00:18:32,3525000,,False
2026-03-01 00:18:37,3550000,,False
2026-03-01 00:18:42,3575000,,False
2026-03-01 00:23:47,7000000,296.2436736810846,True
2026-03-01 00:23:53,7025000,,False
2026-03-01 00:23:58,7050000,,False
2026-03-01 00:24:03,3525000,,False
2026-03-01 00:24:08,3550000,,False
2026-03-01 00:24:13,3575000,294.70873236667484,True
2026-03-01 00:29:19,7000000,301.6159682815188,True
2026-03-01 00:29:24,7025000,,False
2026-03-01 00:29:29,7050000,287.8014964518309,True
2026-03-01 00:29:34,3525000,,False
2026-03-01 00:29:39,3550000,,False
2026-03-01 00:29:44,3575000,372.223268744368,True
2026-03-01 00:34:50,7000000,,False
2026-03-01 00:34:55,7025000,280.89426053698696,True
2026-03-01 00:35:00,7050000,292.4063203950602,True
2026-03-01 00:35:05,3525000,,False
2026-03-01 00:35:10,3550000,,False
2026-03-01 00:35:16,3575000,,False
2026-03-01 00:40:21,7000000,282.4292018513967,True
2026-03-01 00:40:26,7025000,244.82313964835748,True
2026-03-01 00:40:31,7050000,286.2665551374211,True
2026-03-01 00:40:36,3525000,,False
2026-03-01 00:40:42,3550000,,False
2026-03-01 00:40:47,3575000,307.75573353915786,True
2026-03-01 00:45:52,7000000,280.1267898797821,True
2026-03-01 00:45:57,7025000,294.70873236667484,True
2026-03-01 00:46:02,7050000,277.82437790816743,True
2026-03-01 00:46:08,3525000,,False
2026-03-01 00:46:13,3550000,,False
2026-03-01 00:46:18,3575000,,False
2026-03-01 00:51:23,7000000,280.89426053698696,True
2026-03-01 00:51:28,7025000,281.6617311941919,True
2026-03-01 00:51:34,7050000,,False
2026-03-01 00:51:39,3525000,,False
2026-03-01 00:51:44,3550000,,False
2026-03-01 00:51:49,3575000,,False
2026-03-01 00:56:54,7000000,,False
2026-03-01 00:57:00,7025000,,False
2026-03-01 00:57:05,7050000,,False
2026-03-01 00:57:10,3525000,,False
2026-03-01 00:57:15,3550000,,False
2026-03-01 00:57:20,3575000,,False
2026-03-01 01:02:26,7000000,290.10390842344555,True
2026-03-01 01:02:31,7025000,287.034025794626,True
2026-03-01 01:02:36,7050000,247.12555161997213,True
2026-03-01 01:02:41,3525000,,False
2026-03-01 01:02:46,3550000,,False
2026-03-01 01:02:51,3575000,,False
2026-03-01 01:07:57,7000000,291.6388497378553,True
2026-03-01 01:08:02,7025000,288.5689671090358,True
2026-03-01 01:08:07,7050000,,False
2026-03-01 01:08:12,3525000,,False
2026-03-01 01:08:17,3550000,,False
2026-03-01 01:08:23,3575000,,False
2026-03-01 01:13:28,7000000,297.01114433828945,True
2026-03-01 01:13:33,7025000,298.5460856526992,True
2026-03-01 01:13:38,7050000,,False
2026-03-01 01:13:43,3525000,,False
2026-03-01 01:13:49,3550000,,False
2026-03-01 01:13:54,3575000,,False
2026-03-01 01:18:59,7000000,,False
2026-03-01 01:19:04,7025000,307.75573353915786,True
2026-03-01 01:19:09,7050000,300.081026967109,True
2026-03-01 01:19:15,3525000,,False
2026-03-01 01:19:20,3550000,,False
2026-03-01 01:19:25,3575000,,False
2026-03-01 01:24:30,7000000,327.7099706264848,True
2026-03-01 01:24:35,7025000,313.12802813959206,True
2026-03-01 01:24:41,7050000,,False
2026-03-01 01:24:46,3525000,,False
2026-03-01 01:24:51,3550000,,False
2026-03-01 01:24:56,3575000,291.6388497378553,True
2026-03-01 01:30:01,7000000,308.5232041963627,True
2026-03-01 01:30:07,7025000,,False
2026-03-01 01:30:12,7050000,,False
2026-03-01 01:30:17,3525000,,False
2026-03-01 01:30:22,3550000,,False
2026-03-01 01:30:27,3575000,,False
