utc_times,frequencies_Hz,virtual_heights_km,echo_detected
2026-02-14 00:00:09,7025000,277.0569072509626,True
2026-02-14 00:00:15,3550000,,False
2026-02-14 00:05:20,7025000,295.4762030238797,True
2026-02-14 00:05:25,3550000,,False
2026-02-14 00:10:31,7025000,,False
2026-02-14 00:10:36,3550000,,False
2026-02-14 00:15:41,7025000,,False
2026-02-14 00:15:47,3550000,,False
2026-02-14 00:20:52,7025000,321.5702053688457,True
2026-02-14 00:20:57,3550000,,False
2026-02-14 00:26:03,7025000,,False
2026-02-14 00:26:08,3550000,234.84602110469402,True
2026-02-14 00:31:13,7025000,312.36055748238715,True
2026-02-14 00:31:19,3550000,,False
2026-02-14 00:36:24,7025000,,False
2026-02-14 00:36:29,3550000,231.7761384758745,True
2026-02-14 00:41:35,7025000,,False
2026-02-14 00:41:40,3550000,,False
2026-02-14 00:46:45,7025000,,False
2026-02-14 00:46:51,3550000,,False
2026-02-14 00:51:56,7025000,,False
2026-02-14 00:52:02,3550000,,False
2026-02-14 00:57:07,7025000,,False
2026-02-14 00:57:12,3550000,,False
2026-02-14 01:02:18,7025000,,False
2026-02-14 01:02:23,3550000,,False
2026-02-14 01:07:28,7025000,,False
2026-02-14 01:07:34,3550000,,False
2026-02-14 01:12:39,7025000,,False
2026-02-14 01:12:44,3550000,,False
2026-02-14 01:17:50,7025000,,False
2026-02-14 01:17:55,3550000,,False
2026-02-14 01:23:00,7025000,,False
2026-02-14 01:23:06,3550000,271.6846126505284,True
2026-02-14 01:28:11,7025000,,False
2026-02-14 01:28:16,3550000,,False
2026-02-14 01:33:22,7025000,,False
2026-02-14 01:33:27,3550000,,False
2026-02-14 01:38:32,7025000,,False
2026-02-14 01:38:38,3550000,,False
2026-02-14 01:43:43,7025000,,False
2026-02-14 01:43:48,3550000,,False
2026-02-14 01:48:54,7025000,,False
2026-02-14 01:48:59,3550000,,False
2026-02-14 01:54:04,7025000,,False
2026-02-14 01:54:10,3550000,295.4762030238797,True
2026-02-14 01:59:15,7025000,,False
2026-02-14 01:59:20,3550000,,False
2026-02-14 02:04:26,7025000,,False
2026-02-14 02:04:31,3550000,283.9641431658065,True
2026-02-14 02:09:36,7025000,,False
2026-02-14 02:09:42,3550000,,False
2026-02-14 02:14:47,7025000,,False
2026-02-14 02:14:52,3550000,,False
2026-02-14 02:19:58,7025000,,False
2026-02-14 02:20:03,3550000,308.5232041963627,True
2026-02-14 02:25:08,7025000,,False
2026-02-14 02:25:14,3550000,322.3376760260506,True
2026-02-14 02:30:19,7025000,,False
2026-02-14 02:30:25,3550000,309.2906748535676,True
2026-02-14 02:35:30,7025000,,False
2026-02-14 02:35:35,3550000,,False
2026-02-14 02:40:41,7025000,,False
2026-02-14 02:40:46,3550000,,False
2026-02-14 02:45:51,7025000,,False
2026-02-14 02:45:57,3550000,309.2906748535676,True
2026-02-14 02:51:02,7025000,,False
2026-02-14 02:51:07,3550000,326.9424999692799,True
2026-02-14 02:56:13,7025000,,False
2026-02-14 02:56:18,3550000,,False
2026-02-14 03:01:23,7025000,,False
2026-02-14 03:01:29,3550000,306.2207922247481,True
2026-02-14 03:06:34,7025000,,False
2026-02-14 03:06:39,3550000,293.9412617094699,True
2026-02-14 03:11:45,7025000,,False
2026-02-14 03:11:50,3550000,285.49908448021625,True
2026-02-14 03:16:55,7025000,,False
2026-02-14 03:17:01,3550000,,False
2026-02-14 03:22:07,7025000,,False
2026-02-14 03:22:12,3550000,,False
2026-02-14 03:27:18,7025000,,False
2026-02-14 03:27:23,3550000,,False
2026-02-14 03:32:29,7025000,,False
2026-02-14 03:32:35,3550000,,False
2026-02-14 03:37:40,7025000,,False
2026-02-14 03:37:46,3550000,,False
2026-02-14 03:42:52,7025000,,False
2026-02-14 03:42:57,3550000,,False
2026-02-14 03:48:03,7025000,,False
2026-02-14 03:48:08,3550000,,False
2026-02-14 03:53:14,7025000,,False
2026-02-14 03:53:19,3550000,,False
2026-02-14 03:58:25,7025000,,False
2026-02-14 03:58:31,3550000,,False
2026-02-14 04:03:37,7025000,,False
2026-02-14 04:03:42,3550000,,False
2026-02-14 04:08:48,7025000,,False
2026-02-14 04:08:53,3550000,,False
2026-02-14 04:13:59,7025000,,False
2026-02-14 04:14:05,3550000,,False
2026-02-14 04:19:11,7025000,,False
2026-02-14 04:19:16,3550000,,False
2026-02-14 04:24:22,7025000,,False
2026-02-14 04:24:27,3550000,,False
2026-02-14 04:29:33,7025000,,False
2026-02-14 04:29:39,3550000,,False
2026-02-14 04:34:44,7025000,,False
2026-02-14 04:34:50,3550000,,False
2026-02-14 04:39:56,7025000,,False
2026-02-14 04:40:01,3550000,,False
2026-02-14 04:45:07,7025000,,False
2026-02-14 04:45:12,3550000,,False
2026-02-14 04:50:18,7025000,,False
2026-02-14 04:50:24,3550000,,False
2026-02-14 04:55:30,7025000,,False
2026-02-14 04:55:35,3550000,,False
2026-02-14 05:00:41,7025000,,False
2026-02-14 05:00:46,3550000,,False
2026-02-14 05:05:52,7025000,,False
2026-02-14 05:05:58,3550000,,False
2026-02-14 05:11:03,7025000,,False
2026-02-14 05:11:09,3550000,,False
2026-02-14 05:16:15,7025000,,False
2026-02-14 05:16:20,3550000,,False
2026-02-14 05:21:26,7025000,,False
2026-02-14 05:21:31,3550000,,False
2026-02-14 05:26:37,7025000,,False
2026-02-14 05:26:43,3550000,,False
2026-02-14 05:31:49,7025000,,False
2026-02-14 05:31:54,3550000,,False
2026-02-14 05:37:00,7025000,,False
2026-02-14 05:37:05,3550000,,False
2026-02-14 05:42:11,7025000,,False
2026-02-14 05:42:16,3550000,,False
2026-02-14 05:47:22,7025000,,False
2026-02-14 05:47:27,3550000,,False
2026-02-14 05:52:32,7025000,,False
2026-02-14 05:52:38,3550000,,False
2026-02-14 05:57:43,7025000,,False
2026-02-14 05:57:48,3550000,,False
2026-02-14 06:02:54,7025000,,False
2026-02-14 06:02:59,3550000,,False
2026-02-14 06:08:04,7025000,,False
2026-02-14 06:08:10,3550000,,False
2026-02-14 06:13:15,7025000,,False
2026-02-14 06:13:20,3550000,,False
2026-02-14 06:18:26,7025000,,False
2026-02-14 06:18:31,3550000,,False
2026-02-14 06:23:36,7025000,,False
2026-02-14 06:23:42,3550000,,False
2026-02-14 06:28:47,7025000,,False
2026-02-14 06:28:52,3550000,,False
2026-02-14 06:33:58,7025000,,False
2026-02-14 06:34:03,3550000,,False
2026-02-14 06:39:09,7025000,,False
2026-02-14 06:39:14,3550000,,False
2026-02-14 06:44:20,7025000,,False
2026-02-14 06:44:25,3550000,,False
2026-02-14 06:49:31,7025000,,False
2026-02-14 06:49:36,3550000,,False
2026-02-14 06:54:42,7025000,,False
2026-02-14 06:54:47,3550000,,False
2026-02-14 06:59:52,7025000,,False
2026-02-14 06:59:58,3550000,,False
2026-02-14 07:05:03,7025000,,False
2026-02-14 07:05:08,3550000,,False
2026-02-14 07:10:14,7025000,,False
2026-02-14 07:10:19,3550000,,False
2026-02-14 07:15:24,7025000,,False
2026-02-14 07:15:30,3550000,,False
2026-02-14 07:20:35,7025000,,False
2026-02-14 07:20:40,3550000,,False
2026-02-14 07:25:46,7025000,,False
2026-02-14 07:25:51,3550000,,False
2026-02-14 07:30:57,7025000,,False
2026-02-14 07:31:02,3550000,,False
2026-02-14 07:36:07,7025000,,False
2026-02-14 07:36:12,3550000,,False
2026-02-14 07:41:18,7025000,,False
2026-02-14 07:41:23,3550000,,False
2026-02-14 07:46:29,7025000,,False
2026-02-14 07:46:34,3550000,,False
