utc_times,frequencies_Hz,virtual_heights_km,echo_detected
2026-02-19 00:03:35,7000000,,False
2026-02-19 00:03:41,7025000,,False
2026-02-19 00:03:46,7050000,383.7353286024412,True
2026-02-19 00:03:51,3525000,,False
2026-02-19 00:03:56,3550000,,False
2026-02-19 00:04:01,3575000,,False
2026-02-19 00:09:06,7000000,,False
2026-02-19 00:09:12,7025000,379.1305046592119,True
2026-02-19 00:09:17,7050000,409.06186029020233,True
2026-02-19 00:09:22,3525000,,False
2026-02-19 00:09:27,3550000,,False
2026-02-19 00:09:32,3575000,,False
2026-02-19 00:14:38,7000000,349.9666196854264,True
2026-02-19 00:14:43,7025000,339.9895011417629,True
2026-02-19 00:14:48,7050000,,False
2026-02-19 00:14:53,3525000,,False
2026-02-19 00:14:58,3550000,247.12555161997213,True
2026-02-19 00:15:04,3575000,,False
2026-02-19 00:20:09,7000000,407.52691897579257,True
2026-02-19 00:20:14,7025000,,False
2026-02-19 00:20:19,7050000,,False
2026-02-19 00:20:24,3525000,,False
2026-02-19 00:20:30,3550000,,False
2026-02-19 00:20:35,3575000,,False
2026-02-19 00:25:40,7000000,,False
2026-02-19 00:25:45,7025000,,False
2026-02-19 00:25:50,7050000,,False
2026-02-19 00:25:56,3525000,,False
2026-02-19 00:26:01,3550000,,False
2026-02-19 00:26:06,3575000,,False
2026-02-19 00:31:11,7000000,,False
2026-02-19 00:31:17,7025000,,False
2026-02-19 00:31:22,7050000,,False
2026-02-19 00:31:28,3525000,,False
2026-02-19 00:31:33,3550000,,False
2026-02-19 00:31:38,3575000,,False
2026-02-19 00:36:43,7000000,,False
2026-02-19 00:36:49,7025000,,False
2026-02-19 00:36:54,7050000,,False
2026-02-19 00:36:59,3525000,244.82313964835748,True
2026-02-19 00:37:04,3550000,,False
2026-02-19 00:37:10,3575000,,False
2026-02-19 00:42:15,7000000,,False
2026-02-19 00:42:20,7025000,,False
2026-02-19 00:42:25,7050000,,False
2026-02-19 00:42:30,3525000,,False
2026-02-19 00:42:36,3550000,,False
2026-02-19 00:42:41,3575000,,False
2026-02-19 00:47:46,7000000,,False
2026-02-19 00:47:51,7025000,,False
2026-02-19 00:47:56,7050000,,False
2026-02-19 00:48:02,3525000,,False
2026-02-19 00:48:07,3550000,,False
2026-02-19 00:48:12,3575000,,False
2026-02-19 00:53:17,7000000,,False
2026-02-19 00:53:22,7025000,,False
2026-02-19 00:53:28,7050000,,False
2026-02-19 00:53:33,3525000,,False
2026-02-19 00:53:38,3550000,,False
2026-02-19 00:53:43,3575000,,False
2026-02-19 00:58:48,7000000,,False
2026-02-19 00:58:54,7025000,,False
2026-02-19 00:58:59,7050000,,False
2026-02-19 00:59:04,3525000,,False
2026-02-19 00:59:09,3550000,,False
2026-02-19 00:59:14,3575000,,False
2026-02-19 01:04:20,7000000,,False
2026-02-19 01:04:25,7025000,,False
2026-02-19 01:04:30,7050000,,False
2026-02-19 01:04:35,3525000,,False
2026-02-19 01:04:40,3550000,,False
2026-02-19 01:04:46,3575000,,False
2026-02-19 01:09:51,7000000,,False
2026-02-19 01:09:56,7025000,,False
2026-02-19 01:10:01,7050000,,False
2026-02-19 01:10:06,3525000,,False
2026-02-19 01:10:12,3550000,,False
2026-02-19 01:10:17,3575000,,False
2026-02-19 01:15:22,7000000,,False
2026-02-19 01:15:27,7025000,,False
2026-02-19 01:15:32,7050000,,False
2026-02-19 01:15:38,3525000,,False
2026-02-19 01:15:43,3550000,,False
2026-02-19 01:15:48,3575000,,False
2026-02-19 01:20:53,7000000,,False
2026-02-19 01:20:58,7025000,,False
2026-02-19 01:21:04,7050000,,False
2026-02-19 01:21:09,3525000,297.01114433828945,True
2026-02-19 01:21:14,3550000,,False
2026-02-19 01:21:19,3575000,,False
2026-02-19 01:26:24,7000000,,False
2026-02-19 01:26:30,7025000,,False
2026-02-19 01:26:35,7050000,,False
2026-02-19 01:26:40,3525000,,False
2026-02-19 01:26:45,3550000,,False
2026-02-19 01:26:50,3575000,,False
2026-02-19 01:31:55,7000000,,False
2026-02-19 01:32:01,7025000,,False
2026-02-19 01:32:06,7050000,,False
2026-02-19 01:32:11,3525000,429.01609737752926,True
2026-02-19 01:32:16,3550000,,False
2026-02-19 01:32:21,3575000,,False
2026-02-19 01:37:27,7000000,,False
2026-02-19 01:37:32,7025000,,False
2026-02-19 01:37:37,7050000,,False
2026-02-19 01:37:42,3525000,,False
2026-02-19 01:37:47,3550000,,False
2026-02-19 01:37:53,3575000,,False
2026-02-19 01:42:58,7000000,,False
2026-02-19 01:43:03,7025000,,False
2026-02-19 01:43:08,7050000,,False
2026-02-19 01:43:13,3525000,,False
2026-02-19 01:43:19,3550000,,False
2026-02-19 01:43:24,3575000,,False
2026-02-19 01:48:29,7000000,,False
2026-02-19 01:48:34,7025000,,False
2026-02-19 01:48:39,7050000,,False
2026-02-19 01:48:45,3525000,399.85221240374375,True
2026-02-19 01:48:50,3550000,,False
2026-02-19 01:48:55,3575000,,False
2026-02-19 01:54:00,7000000,,False
2026-02-19 01:54:05,7025000,,False
2026-02-19 01:54:11,7050000,,False
2026-02-19 01:54:16,3525000,,False
2026-02-19 01:54:21,3550000,,False
2026-02-19 01:54:26,3575000,,False
2026-02-19 01:59:31,7000000,,False
2026-02-19 01:59:37,7025000,,False
2026-02-19 01:59:42,7050000,,False
2026-02-19 01:59:47,3525000,,False
2026-02-19 01:59:52,3550000,,False
2026-02-19 01:59:57,3575000,,False
2026-02-19 02:05:03,7000000,,False
2026-02-19 02:05:08,7025000,,False
2026-02-19 02:05:13,7050000,,False
2026-02-19 02:05:18,3525000,,False
2026-02-19 02:05:23,3550000,,False
2026-02-19 02:05:28,3575000,,False
2026-02-19 02:10:34,7000000,,False
2026-02-19 02:10:39,7025000,,False
2026-02-19 02:10:44,7050000,,False
2026-02-19 02:10:49,3525000,,False
2026-02-19 02:10:54,3550000,,False
2026-02-19 02:11:00,3575000,259.40508213525027,True
2026-02-19 02:16:05,7000000,,False
2026-02-19 02:16:10,7025000,,False
2026-02-19 02:16:15,7050000,,False
2026-02-19 02:16:20,3525000,,False
2026-02-19 02:16:26,3550000,,False
2026-02-19 02:16:31,3575000,,False
2026-02-19 02:21:36,7000000,,False
2026-02-19 02:21:41,7025000,,False
2026-02-19 02:21:46,7050000,,False
2026-02-19 02:21:52,3525000,,False
2026-02-19 02:21:57,3550000,,False
2026-02-19 02:22:02,3575000,,False
2026-02-19 02:27:07,7000000,296.2436736810846,True
2026-02-19 02:27:12,7025000,,False
2026-02-19 02:27:18,7050000,,False
2026-02-19 02:27:23,3525000,,False
2026-02-19 02:27:28,3550000,,False
2026-02-19 02:27:33,3575000,,False
2026-02-19 02:32:38,7000000,,False
2026-02-19 02:32:44,7025000,,False
2026-02-19 02:32:49,7050000,,False
2026-02-19 02:32:54,3525000,,False
2026-02-19 02:32:59,3550000,,False
2026-02-19 02:33:04,3575000,,False
2026-02-19 02:38:09,7000000,,False
2026-02-19 02:38:15,7025000,,False
2026-02-19 02:38:20,7050000,,False
2026-02-19 02:38:25,3525000,,False
2026-02-19 02:38:30,3550000,,False
2026-02-19 02:38:35,3575000,,False
2026-02-19 02:43:41,7000000,,False
2026-02-19 02:43:46,7025000,,False
2026-02-19 02:43:51,7050000,,False
2026-02-19 02:43:56,3525000,,False
2026-02-19 02:44:01,3550000,,False
2026-02-19 02:44:07,3575000,,False
2026-02-19 02:49:12,7000000,,False
2026-02-19 02:49:17,7025000,,False
2026-02-19 02:49:22,7050000,,False
2026-02-19 02:49:27,3525000,,False
